1, 0.096
1, 0.106
1, 0.115
1, 0.11
1, 0.104
1, 0.085
1, 0.096
1, 0.101
1, 0.089
1, 0.098
2, 0.194
2, 0.195
2, 0.198
2, 0.17
2, 0.167
2, 0.216
2, 0.197
2, 0.229
2, 0.178
2, 0.174
3, 0.265
3, 0.266
3, 0.276
3, 0.278
3, 0.258
3, 0.283
3, 0.296
3, 0.278
3, 0.26
3, 0.247
4, 0.328
4, 0.359
4, 0.357
4, 0.35
4, 0.345
4, 0.334
4, 0.338
4, 0.352
4, 0.328
4, 0.372
5, 0.424
5, 0.407
5, 0.422
5, 0.414
5, 0.422
5, 0.392
5, 0.374
5, 0.41
5, 0.407
5, 0.425
6, 0.485
6, 0.471
6, 0.456
6, 0.465
6, 0.483
6, 0.435
6, 0.465
6, 0.461
6, 0.438
6, 0.486
7, 0.515
7, 0.537
7, 0.511
7, 0.539
7, 0.514
7, 0.513
7, 0.515
7, 0.512
7, 0.541
7, 0.525
8, 0.561
8, 0.59
8, 0.554
8, 0.597
8, 0.569
8, 0.563
8, 0.558
8, 0.587
8, 0.576
8, 0.574
9, 0.624
9, 0.602
9, 0.622
9, 0.62
9, 0.625
9, 0.597
9, 0.611
9, 0.604
9, 0.63
9, 0.607
10, 0.666
10, 0.644
10, 0.666
10, 0.665
10, 0.649
10, 0.633
10, 0.68
10, 0.671
10, 0.645
10, 0.624
11, 0.678
11, 0.693
11, 0.676
11, 0.686
11, 0.682
11, 0.689
11, 0.687
11, 0.703
11, 0.696
11, 0.664
12, 0.728
12, 0.713
12, 0.72
12, 0.721
12, 0.727
12, 0.715
12, 0.706
12, 0.723
12, 0.724
12, 0.72
13, 0.748
13, 0.735
13, 0.732
13, 0.727
13, 0.739
13, 0.757
13, 0.737
13, 0.75
13, 0.764
13, 0.75
14, 0.769
14, 0.777
14, 0.77
14, 0.775
14, 0.765
14, 0.77
14, 0.791
14, 0.776
14, 0.764
14, 0.791
15, 0.781
15, 0.806
15, 0.774
15, 0.789
15, 0.802
15, 0.806
15, 0.785
15, 0.795
15, 0.823
15, 0.803
16, 0.804
16, 0.794
16, 0.807
16, 0.82
16, 0.829
16, 0.822
16, 0.816
16, 0.802
16, 0.818
16, 0.827
17, 0.837
17, 0.843
17, 0.814
17, 0.841
17, 0.835
17, 0.833
17, 0.845
17, 0.81
17, 0.831
17, 0.839
18, 0.852
18, 0.866
18, 0.837
18, 0.83
18, 0.841
18, 0.859
18, 0.853
18, 0.838
18, 0.845
18, 0.857
19, 0.866
19, 0.868
19, 0.885
19, 0.866
19, 0.868
19, 0.853
19, 0.862
19, 0.864
19, 0.87
19, 0.856
20, 0.872
20, 0.884
20, 0.884
20, 0.88
20, 0.909
20, 0.875
20, 0.876
20, 0.873
20, 0.89
20, 0.865
21, 0.89
21, 0.887
21, 0.881
21, 0.877
21, 0.873
21, 0.893
21, 0.884
21, 0.874
21, 0.893
21, 0.891
22, 0.904
22, 0.899
22, 0.912
22, 0.921
22, 0.913
22, 0.905
22, 0.891
22, 0.902
22, 0.897
22, 0.915
23, 0.911
23, 0.913
23, 0.908
23, 0.92
23, 0.912
23, 0.926
23, 0.915
23, 0.918
23, 0.917
23, 0.9
24, 0.929
24, 0.911
24, 0.919
24, 0.93
24, 0.935
24, 0.931
24, 0.913
24, 0.922
24, 0.928
24, 0.918
25, 0.934
25, 0.927
25, 0.938
25, 0.94
25, 0.928
25, 0.934
25, 0.929
25, 0.935
25, 0.929
25, 0.924
26, 0.931
26, 0.941
26, 0.922
26, 0.941
26, 0.925
26, 0.938
26, 0.93
26, 0.93
26, 0.947
26, 0.942
27, 0.94
27, 0.94
27, 0.942
27, 0.939
27, 0.94
27, 0.942
27, 0.937
27, 0.937
27, 0.936
27, 0.954
28, 0.945
28, 0.954
28, 0.94
28, 0.94
28, 0.954
28, 0.962
28, 0.944
28, 0.956
28, 0.949
28, 0.948
29, 0.954
29, 0.947
29, 0.957
29, 0.954
29, 0.948
29, 0.957
29, 0.953
29, 0.95
29, 0.959
29, 0.958
