i,m,x,v
0,1,3.59568782793,-0.488410916742
1,1,3.63239111724,-0.0715477676412
2,1,3.51108207562,-0.488410916742
3,1,3.50619796645,-0.488410916742
4,1,3.50131385728,-0.488410916742
5,1,3.49642974812,-0.488410916742
6,1,3.49154563895,-0.488410916742
7,1,3.48666152978,-0.488410916742
8,1,3.48177742061,-0.488410916742
9,1,3.47689331145,-0.488410916742
10,1,3.47200920228,-0.488410916742
11,1,3.46712509311,-0.488410916742
12,1,3.46224098395,-0.488410916742
13,1,3.45735687478,-0.488410916742
14,1,3.45247276561,-0.488410916742
15,1,3.44758865644,-0.488410916742
16,1,3.44270454728,-0.488410916742
17,1,3.43782043811,-0.488410916742
18,1,3.43293632894,-0.488410916742
19,1,3.42805221977,-0.488410916742
20,1,3.42316811061,-0.488410916742
21,1,3.41828400144,-0.488410916742
22,1,3.41339989227,-0.488410916742
23,1,3.4085157831,-0.488410916742
24,1,3.40363167394,-0.488410916742
25,1,3.39874756477,-0.488410916742
26,1,3.3938634556,-0.488410916742
27,1,3.38897934643,-0.488410916742
28,1,3.38409523727,-0.488410916742
29,1,3.3792111281,-0.488410916742
30,1,3.37432701893,-0.488410916742
31,1,3.36944290976,-0.488410916742
32,1,3.3645588006,-0.488410916742
33,1,3.35967469143,-0.488410916742
34,1,3.35479058226,-0.488410916742
35,1,3.34990647309,-0.488410916742
36,1,3.34502236393,-0.488410916742
37,1,3.34013825476,-0.488410916742
38,1,3.33525414559,-0.488410916742
39,1,3.33037003642,-0.488410916742
40,1,3.32548592726,-0.488410916742
41,1,3.32060181809,-0.488410916742
42,1,3.31571770892,-0.488410916742
43,1,3.31083359976,-0.488410916742
44,1,3.30594949059,-0.488410916742
45,1,3.30106538142,-0.488410916742
46,1,3.29618127225,-0.488410916742
47,1,3.29129716309,-0.488410916742
48,1,3.30611226703,1.55521958304
49,1,3.3036492713,-1.63057985366
50,1,3.30150184656,-0.987379414667
51,1,3.32233937308,1.54453378279
52,1,3.33778471091,1.54453378279
53,1,3.35323004874,1.54453378279
54,1,3.36867538657,1.54453378279
55,1,3.38412072439,1.54453378279
56,1,3.32922124673,-3.84038488625
57,1,3.34702590493,3.98331474137
58,1,3.32513638467,-2.52823094682
59,1,3.33109104589,2.17027267208
60,1,3.34216056343,-2.20425555199
61,1,3.28894902213,-4.16706956492
62,1,3.29807545239,-2.20425555199
63,1,3.31513618154,0.933741799191
64,1,3.32447359953,0.933741799191
65,1,3.32155163891,-1.86653963125
66,1,3.3028862426,-1.86653963125
67,1,3.28422084629,-1.86653963125
68,1,3.26555544997,-1.86653963125
69,1,3.25848891991,0.380619614571
70,1,3.26229511605,0.380619614571
71,1,3.24474159006,-2.61880091904
72,1,3.23829749008,0.902156245932
73,1,3.24731905254,0.902156245932
74,1,3.256340615,0.902156245932
75,1,3.26536217746,0.902156245932
76,1,3.27438373992,0.902156245932
77,1,3.28340530238,0.902156245932
78,1,3.29242686484,0.902156245932
79,1,3.29655088136,0.380619614571
80,1,3.30035707751,0.380619614571
81,1,3.30416327365,0.380619614571
82,1,3.3079694698,0.380619614571
83,1,3.31177566595,0.380619614571
84,1,3.31558186209,0.380619614571
85,1,3.31938805824,0.380619614571
86,1,3.32319425438,0.380619614571
87,1,3.32700045053,0.380619614571
88,1,3.33080664667,0.380619614571
89,1,3.33461284282,0.380619614571
90,1,3.33841903897,0.380619614571
91,1,3.34222523511,0.380619614571
92,1,3.34603143126,0.380619614571
93,1,3.3498376274,0.380619614571
94,1,3.35364382355,0.380619614571
95,1,3.35745001969,0.380619614571
96,1,3.36125621584,0.380619614571
97,1,3.36506241199,0.380619614571
98,1,3.36886860813,0.380619614571
99,1,3.37267480428,0.380619614571
100,1,3.37648100042,0.380619614571
101,1,3.38028719657,0.380619614571
102,1,3.38409339271,0.380619614571
103,1,3.38789958886,0.380619614571
104,1,3.39170578501,0.380619614571
105,1,3.39551198115,0.380619614571
106,1,3.3993181773,0.380619614571
107,1,3.40312437344,0.380619614571
108,1,3.40693056959,0.380619614571
109,1,3.41073676573,0.380619614571
110,1,3.41454296188,0.380619614571
111,1,3.41834915803,0.380619614571
112,1,3.42215535417,0.380619614571
113,1,3.42596155032,0.380619614571
114,1,3.42976774646,0.380619614571
115,1,3.43357394261,0.380619614571
116,1,3.43738013875,0.380619614571
117,1,3.4411863349,0.380619614571
118,1,3.44499253105,0.380619614571
119,1,3.44879872719,0.380619614571
120,1,3.45260492334,0.380619614571
121,1,3.45641111948,0.380619614571
122,1,3.46021731563,0.380619614571
123,1,3.46402351177,0.380619614571
124,1,3.46782970792,0.380619614571
125,1,3.47163590407,0.380619614571
126,1,3.47544210021,0.380619614571
127,1,3.47924829636,0.380619614571
128,1,3.4830544925,0.380619614571
129,1,3.48686068865,0.380619614571
