i,m,x,v
0,25,6.32474378731,0.87603128012
1,25,6.33350410011,0.87603128012
2,25,6.34226441291,0.87603128012
3,25,6.35102472571,0.87603128012
4,25,6.35978503851,0.87603128012
5,25,6.36854535132,0.87603128012
6,25,6.37730566412,0.87603128012
7,25,6.38606597692,0.87603128012
8,25,6.39482628972,0.87603128012
9,25,6.40358660252,0.87603128012
10,25,6.41234691532,0.87603128012
11,25,6.42110722812,0.87603128012
12,25,6.42986754092,0.87603128012
13,25,6.43862785372,0.87603128012
14,25,6.44738816653,0.87603128012
15,25,6.45614847933,0.87603128012
16,25,6.46490879213,0.87603128012
17,25,6.47366910493,0.87603128012
18,25,6.48242941773,0.87603128012
19,25,6.49118973053,0.87603128012
20,25,6.49995004333,0.87603128012
21,25,6.50871035613,0.87603128012
22,25,6.51747066894,0.87603128012
23,25,6.52623098174,0.87603128012
24,25,6.53499129454,0.87603128012
25,25,6.54375160734,0.87603128012
26,25,6.55251192014,0.87603128012
27,25,6.56127223294,0.87603128012
28,25,6.57003254574,0.87603128012
29,25,6.57507486627,-0.0407662081721
30,25,6.57466720418,-0.0407662081721
31,25,6.5742595421,-0.0407662081721
32,25,6.57385188002,-0.0407662081721
33,25,6.57344421794,-0.0407662081721
34,25,6.57303655586,-0.0407662081721
35,25,6.57262889378,-0.0407662081721
36,25,6.57222123169,-0.0407662081721
37,25,6.57181356961,-0.0407662081721
38,25,6.57140590753,-0.0407662081721
39,25,6.57099824545,-0.0407662081721
40,25,6.57059058337,-0.0407662081721
41,25,6.57018292128,-0.0407662081721
42,25,6.5697752592,-0.0407662081721
43,25,6.56936759712,-0.0407662081721
44,25,6.56895993504,-0.0407662081721
45,25,6.56855227296,-0.0407662081721
46,25,6.56814461088,-0.0407662081721
47,25,6.56773694879,-0.0407662081721
48,25,6.56732928671,-0.0407662081721
49,25,6.56692162463,-0.0407662081721
50,25,6.56651396255,-0.0407662081721
51,25,6.56610630047,-0.0407662081721
52,25,6.56569863839,-0.0407662081721
53,25,6.5652909763,-0.0407662081721
54,25,6.56488331422,-0.0407662081721
55,25,6.56447565214,-0.0407662081721
56,25,6.56406799006,-0.0407662081721
57,25,6.56366032798,-0.0407662081721
58,25,6.5632526659,-0.0407662081721
59,25,6.56284500381,-0.0407662081721
60,25,6.56243734173,-0.0407662081721
61,25,6.56202967965,-0.0407662081721
62,25,6.56162201757,-0.0407662081721
63,25,6.56121435549,-0.0407662081721
64,25,6.56080669341,-0.0407662081721
65,25,6.56039903132,-0.0407662081721
66,25,6.55999136924,-0.0407662081721
67,25,6.55958370716,-0.0407662081721
68,25,6.55917604508,-0.0407662081721
69,25,6.558768383,-0.0407662081721
