i,m,x,v
0,25,7.24625414262,0.894971481487
1,25,7.25520385744,0.894971481487
2,25,7.26415357225,0.894971481487
3,25,7.27310328707,0.894971481487
4,25,7.28205300188,0.894971481487
5,25,7.2910027167,0.894971481487
6,25,7.29995243151,0.894971481487
7,25,7.3071015552,0.70250956527
8,25,7.30755178316,0.289141869297
9,25,7.30247950477,-0.220387508831
10,25,7.29333799108,-0.672315265655
11,25,7.28408949168,-0.930260835506
12,25,7.27478688333,-0.930260835506
13,25,7.26643694392,-0.783045183971
14,25,7.25860649208,-0.783045183971
15,25,7.25077604024,-0.783045183971
16,25,7.2429455884,-0.783045183971
17,25,7.23511513656,-0.783045183971
18,25,7.22728468472,-0.783045183971
19,25,7.21945423288,-0.783045183971
20,25,7.21162378104,-0.783045183971
21,25,7.2037933292,-0.783045183971
22,25,7.19596287736,-0.783045183971
23,25,7.18813242552,-0.783045183971
24,25,7.18030197368,-0.783045183971
25,25,7.17247152184,-0.783045183971
26,25,7.16464107,-0.783045183971
27,25,7.15681061816,-0.783045183971
28,25,7.14898016632,-0.783045183971
29,25,7.14114971448,-0.783045183971
30,25,7.13331926265,-0.783045183971
31,25,7.12548881081,-0.783045183971
32,25,7.11765835897,-0.783045183971
33,25,7.10982790713,-0.783045183971
34,25,7.10199745529,-0.783045183971
35,25,7.09416700345,-0.783045183971
36,25,7.08633655161,-0.783045183971
37,25,7.07850609977,-0.783045183971
38,25,7.07067564793,-0.783045183971
39,25,7.06284519609,-0.783045183971
40,25,7.05501474425,-0.783045183971
41,25,7.04722751139,-0.401728300883
42,25,7.04321022838,-0.401728300883
43,25,7.03919294538,-0.401728300883
44,25,7.03517566237,-0.401728300883
45,25,7.03115837936,-0.401728300883
46,25,7.02714109635,-0.401728300883
47,25,7.02312381334,-0.401728300883
48,25,7.01910653033,-0.401728300883
49,25,7.01508924732,-0.401728300883
50,25,7.01400346252,0.0986178549549
51,25,7.01498964107,0.0986178549549
52,25,7.01537257018,0.0333515199251
53,25,7.01570608537,0.0333515199251
54,25,7.01603960057,0.0333515199251
55,25,7.01637311577,0.0333515199251
56,25,7.01670663097,0.0333515199251
57,25,7.02074101652,0.50675540063
58,25,7.02580857052,0.50675540063
59,25,7.03087612453,0.50675540063
60,25,7.03594367854,0.50675540063
61,25,7.04101123254,0.50675540063
62,25,7.04607878655,0.50675540063
63,25,7.05114634056,0.50675540063
64,25,7.05621389456,0.50675540063
65,25,7.06128144857,0.50675540063
66,25,7.06634900257,0.50675540063
67,25,7.07141655658,0.50675540063
68,25,7.07905898198,0.815375967381
69,25,7.08721274166,0.815375967381
70,25,7.09536650133,0.815375967381
71,25,7.103520261,0.815375967381
72,25,7.11123293034,0.545715791999
73,25,7.11669008826,0.545715791999
74,25,7.11910332842,0.0928827888518
75,25,7.11306862115,-0.406469295547
76,25,7.10715044217,-0.80164841206
77,25,7.09913395805,-0.80164841206
78,25,7.09111747392,-0.80164841206
79,25,7.08296939334,-0.973399324342
80,25,7.07323540009,-0.973399324342
81,25,7.06350140685,-0.973399324342
82,25,7.05376741361,-0.973399324342
83,25,7.04403342036,-0.973399324342
84,25,7.03429942712,-0.973399324342
85,25,7.02456543388,-0.973399324342
86,25,7.01483144063,-0.973399324342
87,25,7.00509744739,-0.973399324342
88,25,6.99536345415,-0.973399324342
89,25,6.9856294609,-0.973399324342
90,25,6.97589546766,-0.973399324342
91,25,6.96616147442,-0.973399324342
92,25,6.95921262916,-0.677568952645
93,25,6.95243693963,-0.677568952645
