i,m,x,v
0,25,5.76463839954,-0.450733370534
1,25,5.76013106584,-0.450733370534
2,25,5.75562373213,-0.450733370534
3,25,5.75111639843,-0.450733370534
4,25,5.74660906472,-0.450733370534
5,25,5.74210173102,-0.450733370534
6,25,5.73759439731,-0.450733370534
7,25,5.73308706361,-0.450733370534
8,25,5.7285797299,-0.450733370534
9,25,5.7240723962,-0.450733370534
10,25,5.71956506249,-0.450733370534
11,25,5.71505772879,-0.450733370534
12,25,5.71055039508,-0.450733370534
13,25,5.70604306137,-0.450733370534
14,25,5.70153572767,-0.450733370534
15,25,5.69702839396,-0.450733370534
16,25,5.69252106026,-0.450733370534
17,25,5.68801372655,-0.450733370534
18,25,5.68350639285,-0.450733370534
19,25,5.67899905914,-0.450733370534
20,25,5.67449172544,-0.450733370534
21,25,5.66998439173,-0.450733370534
22,25,5.66547705803,-0.450733370534
23,25,5.66096972432,-0.450733370534
24,25,5.65646239062,-0.450733370534
25,25,5.65195505691,-0.450733370534
26,25,5.64744772321,-0.450733370534
27,25,5.6429403895,-0.450733370534
28,25,5.63843305579,-0.450733370534
29,25,5.63392572209,-0.450733370534
30,25,5.62941838838,-0.450733370534
31,25,5.62491105468,-0.450733370534
32,25,5.62040372097,-0.450733370534
33,25,5.61589638727,-0.450733370534
34,25,5.61138905356,-0.450733370534
35,25,5.60688171986,-0.450733370534
36,25,5.60237438615,-0.450733370534
37,25,5.59786705245,-0.450733370534
38,25,5.59335971874,-0.450733370534
39,25,5.58885238504,-0.450733370534
40,25,5.58434505133,-0.450733370534
41,25,5.57983771763,-0.450733370534
42,25,5.57533038392,-0.450733370534
43,25,5.57082305021,-0.450733370534
44,25,5.56631571651,-0.450733370534
45,25,5.56566876479,0.262804483225
46,25,5.56829680963,0.262804483225
47,25,5.57092485446,0.262804483225
48,25,5.57355289929,0.262804483225
49,25,5.57618094412,0.262804483225
50,25,5.57880898896,0.262804483225
51,25,5.58143703379,0.262804483225
52,25,5.58406507862,0.262804483225
53,25,5.58669312345,0.262804483225
54,25,5.58932116828,0.262804483225
55,25,5.59194921312,0.262804483225
56,25,5.59457725795,0.262804483225
57,25,5.59720530278,0.262804483225
58,25,5.59983334761,0.262804483225
59,25,5.60246139245,0.262804483225
60,25,5.60508943728,0.262804483225
61,25,5.60771748211,0.262804483225
62,25,5.61034552694,0.262804483225
63,25,5.61297357177,0.262804483225
64,25,5.61560161661,0.262804483225
65,25,5.61822966144,0.262804483225
66,25,5.62085770627,0.262804483225
67,25,5.6234857511,0.262804483225
68,25,5.62611379594,0.262804483225
69,25,5.62874184077,0.262804483225
70,25,5.6313698856,0.262804483225
71,25,5.63399793043,0.262804483225
72,25,5.63662597526,0.262804483225
73,25,5.6392540201,0.262804483225
74,25,5.64188206493,0.262804483225
75,25,5.64451010976,0.262804483225
76,25,5.64713815459,0.262804483225
77,25,5.64976619943,0.262804483225
78,25,5.65239424426,0.262804483225
79,25,5.65502228909,0.262804483225
80,25,5.65765033392,0.262804483225
81,25,5.66027837876,0.262804483225
82,25,5.66290642359,0.262804483225
83,25,5.66553446842,0.262804483225
84,25,5.66816251325,0.262804483225
85,25,5.67079055808,0.262804483225
86,25,5.67341860292,0.262804483225
87,25,5.67604664775,0.262804483225
88,25,5.67867469258,0.262804483225
89,25,5.68130273741,0.262804483225
90,25,5.68393078225,0.262804483225
91,25,5.68655882708,0.262804483225
92,25,5.68918687191,0.262804483225
93,25,5.69181491674,0.262804483225
94,25,5.69444296157,0.262804483225
95,25,5.69707100641,0.262804483225
96,25,5.69969905124,0.262804483225
97,25,5.70232709607,0.262804483225
98,25,5.7049551409,0.262804483225
99,25,5.70758318574,0.262804483225
100,25,5.71021123057,0.262804483225
101,25,5.7128392754,0.262804483225
102,25,5.71546732023,0.262804483225
103,25,5.71809536506,0.262804483225
104,25,5.7207234099,0.262804483225
105,25,5.72335145473,0.262804483225
106,25,5.72597949956,0.262804483225
107,25,5.72860754439,0.262804483225
108,25,5.73123558923,0.262804483225
109,25,5.73386363406,0.262804483225
110,25,5.73649167889,0.262804483225
111,25,5.73911972372,0.262804483225
112,25,5.74174776856,0.262804483225
113,25,5.74437581339,0.262804483225
114,25,5.74700385822,0.262804483225
115,25,5.74963190305,0.262804483225
116,25,5.75225994788,0.262804483225
117,25,5.75488799272,0.262804483225
118,25,5.75751603755,0.262804483225
119,25,5.76014408238,0.262804483225
120,25,5.76277212721,0.262804483225
121,25,5.76540017205,0.262804483225
122,25,5.76802821688,0.262804483225
123,25,5.77065626171,0.262804483225
124,25,5.77328430654,0.262804483225
125,25,5.77591235137,0.262804483225
126,25,5.77854039621,0.262804483225
127,25,5.78116844104,0.262804483225
128,25,5.78379648587,0.262804483225
129,25,5.7864245307,0.262804483225
130,25,5.78905257554,0.262804483225
131,25,5.79168062037,0.262804483225
132,25,5.7943086652,0.262804483225
133,25,5.79693671003,0.262804483225
134,25,5.79956475486,0.262804483225
135,25,5.8021927997,0.262804483225
136,25,5.80482084453,0.262804483225
137,25,5.80744888936,0.262804483225
138,25,5.81007693419,0.262804483225
139,25,5.81270497903,0.262804483225
140,25,5.81533302386,0.262804483225
141,25,5.81796106869,0.262804483225
142,25,5.82058911352,0.262804483225
143,25,5.82321715835,0.262804483225
144,25,5.82584520319,0.262804483225
145,25,5.82847324802,0.262804483225
146,25,5.83110129285,0.262804483225
147,25,5.83372933768,0.262804483225
148,25,5.83635738252,0.262804483225
149,25,5.83898542735,0.262804483225
150,25,5.84161347218,0.262804483225
151,25,5.84424151701,0.262804483225
152,25,5.84686956185,0.262804483225
153,25,5.84949760668,0.262804483225
154,25,5.85212565151,0.262804483225
155,25,5.85475369634,0.262804483225
156,25,5.85738174117,0.262804483225
157,25,5.86000978601,0.262804483225
158,25,5.86263783084,0.262804483225
159,25,5.86526587567,0.262804483225
160,25,5.8678939205,0.262804483225
161,25,5.87052196534,0.262804483225
162,25,5.87315001017,0.262804483225
163,25,5.875778055,0.262804483225
164,25,5.87795430232,-0.767662496404
165,25,5.87027767735,-0.767662496404
166,25,5.86260105239,-0.767662496404
167,25,5.85492442742,-0.767662496404
168,25,5.84724780246,-0.767662496404
169,25,5.83941822366,-1.12294047153
170,25,5.82818881895,-1.12294047153
171,25,5.81695941423,-1.12294047153
172,25,5.80573000952,-1.12294047153
173,25,5.7945006048,-1.12294047153
174,25,5.78327120009,-1.12294047153
175,25,5.77204179537,-1.12294047153
176,25,5.76081239066,-1.12294047153
177,25,5.74958298594,-1.12294047153
178,25,5.73835358123,-1.12294047153
179,25,5.72712417651,-1.12294047153
180,25,5.7158947718,-1.12294047153
181,25,5.70466536708,-1.12294047153
182,25,5.69343596237,-1.12294047153
183,25,5.68220655765,-1.12294047153
184,25,5.67097715294,-1.12294047153
185,25,5.65974774822,-1.12294047153
186,25,5.6485183435,-1.12294047153
187,25,5.63728893879,-1.12294047153
188,25,5.62605953407,-1.12294047153
189,25,5.61483012936,-1.12294047153
190,25,5.60360072464,-1.12294047153
191,25,5.59237131993,-1.12294047153
192,25,5.58114191521,-1.12294047153
193,25,5.5699125105,-1.12294047153
194,25,5.55868310578,-1.12294047153
195,25,5.54745370107,-1.12294047153
196,25,5.53622429635,-1.12294047153
197,25,5.52499489164,-1.12294047153
198,25,5.51376548692,-1.12294047153
199,25,5.50253608221,-1.12294047153
200,25,5.49130667749,-1.12294047153
201,25,5.48007727278,-1.12294047153
202,25,5.46884786806,-1.12294047153
203,25,5.45761846334,-1.12294047153
204,25,5.44638905863,-1.12294047153
205,25,5.43515965391,-1.12294047153
206,25,5.4239302492,-1.12294047153
207,25,5.41270084448,-1.12294047153
208,25,5.40147143977,-1.12294047153
209,25,5.39024203505,-1.12294047153
210,25,5.37901263034,-1.12294047153
211,25,5.36778322562,-1.12294047153
212,25,5.35655382091,-1.12294047153
213,25,5.34532441619,-1.12294047153
214,25,5.33409501148,-1.12294047153
215,25,5.32286560676,-1.12294047153
216,25,5.31163620205,-1.12294047153
217,25,5.30040679733,-1.12294047153
218,25,5.28917739262,-1.12294047153
219,25,5.2779479879,-1.12294047153
220,25,5.26671858318,-1.12294047153
221,25,5.25548917847,-1.12294047153
222,25,5.24425977375,-1.12294047153
223,25,5.23303036904,-1.12294047153
224,25,5.22180096432,-1.12294047153
225,25,5.21057155961,-1.12294047153
226,25,5.19934215489,-1.12294047153
227,25,5.18811275018,-1.12294047153
228,25,5.17688334546,-1.12294047153
229,25,5.16565394075,-1.12294047153
230,25,5.15442453603,-1.12294047153
231,25,5.14319513132,-1.12294047153
232,25,5.1319657266,-1.12294047153
233,25,5.12073632189,-1.12294047153
234,25,5.10950691717,-1.12294047153
235,25,5.09827751246,-1.12294047153
236,25,5.08704810774,-1.12294047153
237,25,5.07581870302,-1.12294047153
238,25,5.06458929831,-1.12294047153
239,25,5.05335989359,-1.12294047153
240,25,5.04213048888,-1.12294047153
241,25,5.03090108416,-1.12294047153
242,25,5.01967167945,-1.12294047153
243,25,5.00844227473,-1.12294047153
244,25,4.99721287002,-1.12294047153
245,25,4.9859834653,-1.12294047153
246,25,4.97475406059,-1.12294047153
247,25,4.96352465587,-1.12294047153
248,25,4.95229525116,-1.12294047153
249,25,4.94106584644,-1.12294047153
250,25,4.92983644173,-1.12294047153
251,25,4.91860703701,-1.12294047153
252,25,4.9073776323,-1.12294047153
253,25,4.89614822758,-1.12294047153
254,25,4.88491882286,-1.12294047153
255,25,4.87368941815,-1.12294047153
256,25,4.86246001343,-1.12294047153
257,25,4.85123060872,-1.12294047153
258,25,4.840001204,-1.12294047153
259,25,4.83130787008,0.453660502094
260,25,4.8358444751,0.453660502094
261,25,4.84038108012,0.453660502094
262,25,4.84491768514,0.453660502094
263,25,4.84945429016,0.453660502094
264,25,4.85399089518,0.453660502094
265,25,4.8585275002,0.453660502094
266,25,4.86306410522,0.453660502094
267,25,4.86760071025,0.453660502094
268,25,4.87213731527,0.453660502094
269,25,4.87667392029,0.453660502094
270,25,4.88121052531,0.453660502094
271,25,4.88574713033,0.453660502094
272,25,4.89028373535,0.453660502094
273,25,4.89482034037,0.453660502094
274,25,4.89935694539,0.453660502094
275,25,4.90389355041,0.453660502094
276,25,4.90843015543,0.453660502094
277,25,4.91296676045,0.453660502094
278,25,4.91750336548,0.453660502094
279,25,4.9220399705,0.453660502094
280,25,4.92657657552,0.453660502094
281,25,4.93111318054,0.453660502094
282,25,4.93564978556,0.453660502094
283,25,4.94018639058,0.453660502094
284,25,4.9447229956,0.453660502094
285,25,4.94908268167,-0.767662496404
286,25,4.9414060567,-0.767662496404
287,25,4.93372943174,-0.767662496404
288,25,4.92605280677,-0.767662496404
289,25,4.91837618181,-0.767662496404
290,25,4.91069955685,-0.767662496404
291,25,4.90302293188,-0.767662496404
292,25,4.89534630692,-0.767662496404
293,25,4.88766968195,-0.767662496404
294,25,4.87999305699,-0.767662496404
295,25,4.87231643203,-0.767662496404
296,25,4.86463980706,-0.767662496404
297,25,4.8569631821,-0.767662496404
298,25,4.84928655713,-0.767662496404
299,25,4.84160993217,-0.767662496404
300,25,4.83393330721,-0.767662496404
301,25,4.82625668224,-0.767662496404
302,25,4.81858005728,-0.767662496404
