t; x
0; 10
0.001; 9.99967
0.002; 9.99833
0.003; 9.996
0.004; 9.99267
0.005; 9.98834
0.006; 9.983
0.007; 9.97668
0.008; 9.96935
0.009; 9.96102
0.01; 9.9517
0.011; 9.94139
0.012; 9.93008
0.013; 9.91777
0.014; 9.90448
0.015; 9.89019
0.016; 9.87492
0.017; 9.85866
0.018; 9.84141
0.019; 9.82317
0.02; 9.80396
0.021; 9.78376
0.022; 9.76259
0.023; 9.74043
0.024; 9.71731
0.025; 9.69321
0.026; 9.66814
0.027; 9.64211
0.028; 9.61511
0.029; 9.58715
0.03; 9.55822
0.031; 9.52835
0.032; 9.49752
0.033; 9.46574
0.034; 9.43301
0.035; 9.39934
0.036; 9.36472
0.037; 9.32917
0.038; 9.29269
0.039; 9.25528
0.04; 9.21694
0.041; 9.17768
0.042; 9.1375
0.043; 9.09641
0.044; 9.0544
0.045; 9.01149
0.046; 8.96768
0.047; 8.92297
0.048; 8.87737
0.049; 8.83088
0.05; 8.7835
0.051; 8.73525
0.052; 8.68612
0.053; 8.63612
0.054; 8.58526
0.055; 8.53354
0.056; 8.48096
0.057; 8.42754
0.058; 8.37327
0.059; 8.31816
0.06; 8.26222
0.061; 8.20545
0.062; 8.14787
0.063; 8.08946
0.064; 8.03025
0.065; 7.97023
0.066; 7.90942
0.067; 7.84781
0.068; 7.78541
0.069; 7.72224
0.07; 7.6583
0.071; 7.59358
0.072; 7.52811
0.073; 7.46188
0.074; 7.39491
0.075; 7.32719
0.076; 7.25874
0.077; 7.18957
0.078; 7.11967
0.079; 7.04906
0.08; 6.97774
0.081; 6.90573
0.082; 6.83302
0.083; 6.75963
0.084; 6.68557
0.085; 6.61083
0.086; 6.53543
0.087; 6.45937
0.088; 6.38267
0.089; 6.30533
0.09; 6.22736
0.091; 6.14876
0.092; 6.06955
0.093; 5.98972
0.094; 5.9093
0.095; 5.82829
0.096; 5.74669
0.097; 5.66452
0.098; 5.58177
0.099; 5.49847
0.1; 5.41462
0.101; 5.33022
0.102; 5.24529
0.103; 5.15984
0.104; 5.07386
0.105; 4.98738
0.106; 4.9004
0.107; 4.81292
0.108; 4.72497
0.109; 4.63654
0.11; 4.54764
0.111; 4.45829
0.112; 4.36849
0.113; 4.27825
0.114; 4.18758
0.115; 4.0965
0.116; 4.005
0.117; 3.9131
0.118; 3.8208
0.119; 3.72813
0.12; 3.63507
0.121; 3.54166
0.122; 3.44789
0.123; 3.35377
0.124; 3.25931
0.125; 3.16453
0.126; 3.06943
0.127; 2.97402
0.128; 2.87831
0.129; 2.78231
0.13; 2.68603
0.131; 2.58949
0.132; 2.49268
0.133; 2.39562
0.134; 2.29832
0.135; 2.20079
0.136; 2.10303
0.137; 2.00507
0.138; 1.9069
0.139; 1.80854
0.14; 1.71
0.141; 1.61128
0.142; 1.5124
0.143; 1.41337
0.144; 1.3142
0.145; 1.21489
0.146; 1.11546
0.147; 1.01592
0.148; 0.916273
0.149; 0.816533
0.15; 0.71671
0.151; 0.616813
0.152; 0.516854
0.153; 0.41684
0.154; 0.316784
0.155; 0.216694
0.156; 0.116581
0.157; 0.0164545
0.158; -0.0836753
0.159; -0.183798
0.16; -0.283905
0.161; -0.383984
0.162; -0.484027
0.163; -0.584024
0.164; -0.683963
0.165; -0.783836
0.166; -0.883632
0.167; -0.983341
0.168; -1.08295
0.169; -1.18246
0.17; -1.28185
0.171; -1.38111
0.172; -1.48024
0.173; -1.57922
0.174; -1.67804
0.175; -1.7767
0.176; -1.87518
0.177; -1.97348
0.178; -2.07158
0.179; -2.16947
0.18; -2.26715
0.181; -2.36461
0.182; -2.46182
0.183; -2.5588
0.184; -2.65552
0.185; -2.75198
0.186; -2.84816
0.187; -2.94406
0.188; -3.03967
0.189; -3.13497
0.19; -3.22996
0.191; -3.32463
0.192; -3.41898
0.193; -3.51298
0.194; -3.60663
0.195; -3.69992
0.196; -3.79284
0.197; -3.88538
0.198; -3.97754
0.199; -4.0693
0.2; -4.16066
0.201; -4.2516
0.202; -4.34212
