t; x
0; 0
0.01; 0.0498834
0.02; 0.0992691
0.03; 0.147765
0.04; 0.194988
0.05; 0.24057
0.06; 0.284159
0.07; 0.325422
0.08; 0.364053
0.09; 0.399771
0.1; 0.432324
0.11; 0.461493
0.12; 0.487093
0.13; 0.508975
0.14; 0.527027
0.15; 0.541175
0.16; 0.551384
0.17; 0.55766
0.18; 0.560045
0.19; 0.558623
0.2; 0.553513
0.21; 0.54487
0.22; 0.532888
0.23; 0.517788
0.24; 0.499826
0.25; 0.479283
0.26; 0.456466
0.27; 0.431705
0.28; 0.405347
0.29; 0.377754
0.3; 0.3493
0.31; 0.320365
0.32; 0.291336
0.33; 0.262597
0.34; 0.234528
0.35; 0.207503
0.36; 0.181884
0.37; 0.158016
0.38; 0.136229
0.39; 0.116827
0.4; 0.100094
0.41; 0.0862811
0.42; 0.0756138
0.43; 0.0682831
0.44; 0.0644466
0.45; 0.064226
0.46; 0.0677064
0.47; 0.0749354
0.48; 0.0859225
0.49; 0.100639
0.5; 0.11902
0.51; 0.140961
0.52; 0.166324
0.53; 0.194936
0.54; 0.226591
0.55; 0.261053
0.56; 0.298057
0.57; 0.337315
0.58; 0.378513
0.59; 0.421321
0.6; 0.465392
0.61; 0.510365
0.62; 0.555872
0.63; 0.60154
0.64; 0.646992
0.65; 0.691857
0.66; 0.735766
0.67; 0.778364
0.68; 0.819306
0.69; 0.858264
0.7; 0.894931
0.71; 0.929022
0.72; 0.960278
0.73; 0.988469
0.74; 1.01339
0.75; 1.03488
0.76; 1.0528
0.77; 1.06705
0.78; 1.07758
0.79; 1.08434
0.8; 1.08736
0.81; 1.08668
0.82; 1.08238
0.83; 1.07458
0.84; 1.06344
0.85; 1.04914
0.86; 1.0319
0.87; 1.01195
0.88; 0.989577
0.89; 0.965059
0.9; 0.938715
0.91; 0.910872
0.92; 0.881873
0.93; 0.852071
0.94; 0.821824
0.95; 0.791496
0.96; 0.761447
0.97; 0.732034
0.98; 0.703607
0.99; 0.676503
1; 0.651046
1.01; 0.62754
1.02; 0.60627
1.03; 0.587496
1.04; 0.571453
1.05; 0.558346
1.06; 0.54835
1.07; 0.541608
1.08; 0.53823
1.09; 0.538289
1.1; 0.541825
1.11; 0.548841
1.12; 0.559305
1.13; 0.57315
1.14; 0.590274
1.15; 0.610541
1.16; 0.633785
1.17; 0.659807
1.18; 0.688381
1.19; 0.719256
1.2; 0.752157
1.21; 0.786788
1.22; 0.822835
1.23; 0.85997
1.24; 0.897854
1.25; 0.936142
1.26; 0.974481
1.27; 1.01252
1.28; 1.04991
1.29; 1.08631
1.3; 1.12138
1.31; 1.15481
1.32; 1.18628
1.33; 1.21553
1.34; 1.24227
1.35; 1.26628
1.36; 1.28734
1.37; 1.30527
1.38; 1.31991
1.39; 1.33115
1.4; 1.33891
1.41; 1.34311
1.42; 1.34376
1.43; 1.34086
1.44; 1.33446
1.45; 1.32465
1.46; 1.31155
1.47; 1.29531
1.48; 1.27609
1.49; 1.25412
1.5; 1.22963
1.51; 1.20286
1.52; 1.17411
1.53; 1.14366
1.54; 1.11183
1.55; 1.07895
1.56; 1.04534
1.57; 1.01134
1.58; 0.977297
1.59; 0.943548
1.6; 0.910429
1.61; 0.878265
1.62; 0.847374
1.63; 0.818055
1.64; 0.790593
1.65; 0.765253
1.66; 0.742274
1.67; 0.721875
1.68; 0.704243
1.69; 0.689539
1.7; 0.677893
1.71; 0.669402
1.72; 0.664131
1.73; 0.662112
1.74; 0.663343
1.75; 0.66779
1.76; 0.675384
1.77; 0.686024
1.78; 0.69958
1.79; 0.71589
1.8; 0.734764
1.81; 0.755987
1.82; 0.779319
1.83; 0.804499
1.84; 0.831246
1.85; 0.859264
1.86; 0.888245
1.87; 0.917869
1.88; 0.94781
1.89; 0.977738
1.9; 1.00732
1.91; 1.03624
1.92; 1.06417
1.93; 1.0908
1.94; 1.11584
1.95; 1.13899
1.96; 1.16001
1.97; 1.17863
1.98; 1.19465
1.99; 1.20788
2; 1.21813
2.01; 1.22529
2.02; 1.22923
2.03; 1.22989
2.04; 1.22721
2.05; 1.2212
2.06; 1.21186
2.07; 1.19926
2.08; 1.18348
2.09; 1.16463
2.1; 1.14285
2.11; 1.11833
2.12; 1.09127
2.13; 1.06187
2.14; 1.0304
2.15; 0.997115
2.16; 0.962296
2.17; 0.926239
2.18; 0.889252
2.19; 0.851648
2.2; 0.813747
2.21; 0.775869
2.22; 0.738333
2.23; 0.701453
2.24; 0.665536
2.25; 0.630876
2.26; 0.597755
2.27; 0.566436
2.28; 0.537165
2.29; 0.510166
2.3; 0.485638
2.31; 0.463755
2.32; 0.444663
2.33; 0.428479
2.34; 0.415291
2.35; 0.405156
2.36; 0.398098
2.37; 0.394112
2.38; 0.39316
2.39; 0.395174
2.4; 0.400054
2.41; 0.407674
2.42; 0.417877
2.43; 0.430483
2.44; 0.445285
2.45; 0.462055
