i,x,v
2689,3.49739,0.960396
2690,3.49835,0.960396
2691,3.49931,0.960396
2692,3.50027,0.960396
2693,3.50123,0.960396
2694,3.50219,0.960396
2695,3.50315,0.960396
2696,3.50411,0.960396
2697,3.50507,0.960396
2698,3.50603,0.960396
2699,3.50699,0.960396
2700,3.50795,0.960396
2701,3.50891,0.960396
2702,3.50987,0.960396
2703,3.51083,0.960396
2704,3.51179,0.960396
2705,3.51275,0.960396
2706,3.51371,0.960396
2707,3.51467,0.960396
2708,3.51563,0.960396
2709,3.51659,0.960396
2710,3.51755,0.960396
2711,3.51851,0.960396
2712,3.51948,0.960396
2713,3.52044,0.960396
2714,3.5214,0.960396
2715,3.52236,0.960396
2716,3.52332,0.960396
2717,3.52428,0.960396
2718,3.52524,0.960396
2719,3.5262,0.960396
2720,3.52716,0.960396
2721,3.52812,0.960396
2722,3.52908,0.960396
2723,3.53004,0.960396
2724,3.531,0.960396
2725,3.53196,0.960396
2726,3.53292,0.960396
2727,3.53388,0.960396
2728,3.53484,0.960396
2729,3.5358,0.960396
2730,3.53676,0.960396
2731,3.53772,0.960396
2732,3.53868,0.960396
2733,3.53964,0.960396
2734,3.5406,0.960396
2735,3.54156,0.960396
2736,3.54252,0.960396
2737,3.54349,0.960396
2738,3.54445,0.960396
2739,3.54541,0.960396
2740,3.54637,0.960396
2741,3.54733,0.960396
2742,3.54829,0.960396
2743,3.54925,0.960396
2744,3.55021,0.960396
2745,3.55117,0.960396
2746,3.55213,0.960396
2747,3.55309,0.960396
2748,3.55405,0.960396
2749,3.55501,0.960396
2750,3.55597,0.960396
2751,3.55693,0.960396
2752,3.55789,0.960396
2753,3.55885,0.960396
2754,3.55981,0.960396
2755,3.56077,0.960396
2756,3.56173,0.960396
2757,3.56269,0.960396
2758,3.56365,0.960396
2759,3.56461,0.960396
2760,3.56557,0.960396
2761,3.56653,0.960396
2762,3.5675,0.960396
2763,3.56846,0.960396
2764,3.56942,0.960396
2765,3.57038,0.960396
2766,3.57134,0.960396
2767,3.5723,0.960396
2768,3.57326,0.960396
2769,3.57422,0.960396
2770,3.57518,0.960396
2771,3.57614,0.960396
2772,3.5771,0.960396
2773,3.57806,0.960396
2774,3.57902,0.960396
2775,3.57998,0.960396
2776,3.58094,0.960396
2777,3.5819,0.960396
2778,3.58286,0.960396
2779,3.58382,0.960396
2780,3.58478,0.960396
2781,3.58574,0.960396
2782,3.5867,0.960396
2783,3.58766,0.960396
2784,3.58862,0.960396
2785,3.58958,0.960396
2786,3.59054,0.960396
2787,3.5915,0.960396
2788,3.59247,0.960396
2789,3.59343,0.960396
2790,3.59439,0.960396
2791,3.59535,0.960396
2792,3.59631,0.960396
2793,3.59727,0.960396
2794,3.59823,0.960396
2795,3.59919,0.960396
2796,3.60015,0.960396
2797,3.60111,0.960396
2798,3.60207,0.960396
2799,3.60303,0.960396
2800,3.60399,0.960396
2801,3.60495,0.960396
2802,3.60591,0.960396
2803,3.60687,0.960396
2804,3.60783,0.960396
2805,3.60879,0.960396
2806,3.60975,0.960396
2807,3.61071,0.960396
2808,3.61167,0.960396
2809,3.61263,0.960396
2810,3.61359,0.960396
2811,3.61455,0.960396
2812,3.61551,0.960396
2813,3.61648,0.960396
2814,3.61744,0.960396
2815,3.6184,0.960396
2816,3.61936,0.960396
2817,3.62032,0.960396
2818,3.62128,0.960396
2819,3.62224,0.960396
2820,3.6232,0.960396
2821,3.62416,0.960396
2822,3.62512,0.960396
2823,3.62608,0.960396
2824,3.62704,0.960396
2825,3.628,0.960396
2826,3.62896,0.960396
2827,3.62992,0.960396
2828,3.63088,0.960396
2829,3.63184,0.960396
2830,3.6328,0.960396
2831,3.63376,0.960396
2832,3.63472,0.960396
2833,3.63568,0.960396
2834,3.63664,0.960396
2835,3.6376,0.960396
2836,3.63856,0.960396
2837,3.63952,0.960396
2838,3.64049,0.960396
2839,3.64145,0.960396
2840,3.64241,0.960396
2841,3.64337,0.960396
2842,3.64433,0.960396
2843,3.64529,0.960396
2844,3.64625,0.960396
2845,3.64721,0.960396
2846,3.64817,0.960396
2847,3.64913,0.960396
2848,3.65009,0.960396
2849,3.65105,0.960396
2850,3.65201,0.960396
2851,3.65297,0.960396
2852,3.65393,0.960396
2853,3.65489,0.960396
2854,3.65585,0.960396
2855,3.65681,0.960396
2856,3.65777,0.960396
2857,3.65873,0.960396
2858,3.65969,0.960396
2859,3.66065,0.960396
2860,3.66161,0.960396
2861,3.66257,0.960396
2862,3.66353,0.960396
2863,3.6645,0.960396
2864,3.66546,0.960396
2865,3.66642,0.960396
2866,3.66738,0.960396
2867,3.66834,0.960396
2868,3.6693,0.960396
2869,3.67026,0.960396
2870,3.67122,0.960396
2871,3.67218,0.960396
2872,3.67314,0.960396
2873,3.6741,0.960396
2874,3.67506,0.960396
2875,3.67602,0.960396
2876,3.67698,0.960396
2877,3.67794,0.960396
2878,3.6789,0.960396
2879,3.67986,0.960396
2880,3.68082,0.960396
2881,3.68178,0.960396
2882,3.68274,0.960396
2883,3.6837,0.960396
2884,3.68466,0.960396
2885,3.68562,0.960396
2886,3.68658,0.960396
2887,3.68754,0.960396
2888,3.6885,0.960396
2889,3.68947,0.960396
2890,3.69043,0.960396
2891,3.69139,0.960396
2892,3.69235,0.960396
2893,3.69331,0.960396
2894,3.69427,0.960396
2895,3.69523,0.960396
2896,3.69619,0.960396
2897,3.69715,0.960396
2898,3.69811,0.960396
2899,3.69907,0.960396
2900,3.70003,0.960396
2901,3.70099,0.960396
2902,3.70195,0.960396
2903,3.70291,0.960396
2904,3.70387,0.960396
2905,3.70483,0.960396
2906,3.70579,0.960396
2907,3.70675,0.960396
2908,3.70771,0.960396
2909,3.70867,0.960396
2910,3.70963,0.960396
2911,3.71059,0.960396
2912,3.71155,0.960396
2913,3.71251,0.960396
2914,3.71348,0.960396
2915,3.71444,0.960396
2916,3.7154,0.960396
2917,3.71636,0.960396
2918,3.71732,0.960396
2919,3.71828,0.960396
2920,3.71924,0.960396
2921,3.7202,0.960396
2922,3.72116,0.960396
2923,3.72212,0.960396
2924,3.72308,0.960396
2925,3.72404,0.960396
2926,3.725,0.960396
2927,3.72596,0.960396
2928,3.72692,0.960396
2929,3.72788,0.960396
2930,3.72884,0.960396
2931,3.7298,0.960396
2932,3.73076,0.960396
2933,3.73172,0.960396
2934,3.73268,0.960396
2935,3.73364,0.960396
2936,3.7346,0.960396
2937,3.73556,0.960396
2938,3.73652,0.960396
2939,3.73749,0.960396
2940,3.73845,0.960396
2941,3.73941,0.960396
2942,3.74037,0.960396
2943,3.74133,0.960396
2944,3.74229,0.960396
2945,3.74325,0.960396
2946,3.74421,0.960396
2947,3.74517,0.960396
2948,3.74613,0.960396
2949,3.74709,0.960396
2950,3.74805,0.960396
2951,3.74901,0.960396
2952,3.74997,0.960396
2953,3.75093,0.960396
2954,3.75189,0.960396
2955,3.75285,0.960396
2956,3.75381,0.960396
2957,3.75477,0.960396
2958,3.75573,0.960396
2959,3.75669,0.960396
2960,3.75765,0.960396
2961,3.75861,0.960396
2962,3.75957,0.960396
2963,3.76053,0.960396
2964,3.7615,0.960396
2965,3.76246,0.960396
2966,3.76342,0.960396
2967,3.76438,0.960396
2968,3.76534,0.960396
2969,3.7663,0.960396
2970,3.76726,0.960396
2971,3.76822,0.960396
2972,3.76918,0.960396
2973,3.77014,0.960396
2974,3.7711,0.960396
2975,3.77206,0.960396
2976,3.77302,0.960396
2977,3.77398,0.960396
2978,3.77494,0.960396
2979,3.7759,0.960396
2980,3.77686,0.960396
2981,3.77782,0.960396
2982,3.77878,0.960396
2983,3.77974,0.960396
2984,3.7807,0.960396
2985,3.78166,0.960396
2986,3.78262,0.960396
2987,3.78358,0.960396
2988,3.78454,0.960396
2989,3.7855,0.960396
2990,3.78647,0.960396
2991,3.78743,0.960396
2992,3.78839,0.960396
2993,3.78935,0.960396
2994,3.79031,0.960396
2995,3.79127,0.960396
2996,3.79223,0.960396
2997,3.79319,0.960396
2998,3.79415,0.960396
2999,3.79511,0.960396
3000,3.79607,0.960396
3001,3.79703,0.960396
3002,3.79799,0.960396
3003,3.79895,0.960396
3004,3.79991,0.960396
3005,3.80087,0.960396
3006,3.80183,0.960396
3007,3.80279,0.960396
3008,3.80375,0.960396
3009,3.80471,0.960396
3010,3.80567,0.960396
3011,3.80663,0.960396
3012,3.80759,0.960396
3013,3.80855,0.960396
3014,3.80951,0.960396
3015,3.81048,0.960396
3016,3.81144,0.960396
3017,3.8124,0.960396
3018,3.81336,0.960396
3019,3.81432,0.960396
3020,3.81528,0.960396
3021,3.81624,0.960396
3022,3.8172,0.960396
3023,3.81816,0.960396
3024,3.81912,0.960396
3025,3.82008,0.960396
3026,3.82104,0.960396
3027,3.822,0.960396
3028,3.82296,0.960396
3029,3.82392,0.960396
3030,3.82488,0.960396
3031,3.82584,0.960396
3032,3.8268,0.960396
3033,3.82776,0.960396
3034,3.82872,0.960396
3035,3.82968,0.960396
3036,3.83064,0.960396
3037,3.8316,0.960396
3038,3.83256,0.960396
3039,3.83352,0.960396
3040,3.83449,0.960396
3041,3.83545,0.960396
3042,3.83641,0.960396
3043,3.83737,0.960396
3044,3.83833,0.960396
3045,3.83929,0.960396
3046,3.84025,0.960396
3047,3.84121,0.960396
3048,3.84217,0.960396
3049,3.84313,0.960396
3050,3.84409,0.960396
3051,3.84505,0.960396
3052,3.84601,0.960396
3053,3.84697,0.960396
3054,3.84793,0.960396
3055,3.84889,0.960396
3056,3.84985,0.960396
3057,3.85081,0.960396
3058,3.85177,0.960396
3059,3.85273,0.960396
3060,3.85369,0.960396
3061,3.85465,0.960396
3062,3.85561,0.960396
3063,3.85657,0.960396
3064,3.85753,0.960396
3065,3.8585,0.960396
3066,3.85946,0.960396
3067,3.86042,0.960396
3068,3.86138,0.960396
3069,3.86234,0.960396
3070,3.8633,0.960396
3071,3.86426,0.960396
3072,3.86522,0.960396
3073,3.86618,0.960396
3074,3.86714,0.960396
3075,3.8681,0.960396
3076,3.86906,0.960396
3077,3.87002,0.960396
3078,3.87098,0.960396
3079,3.87194,0.960396
3080,3.8729,0.960396
3081,3.87386,0.960396
3082,3.87482,0.960396
3083,3.87578,0.960396
3084,3.87674,0.960396
3085,3.8777,0.960396
3086,3.87866,0.960396
3087,3.87962,0.960396
3088,3.88058,0.960396
3089,3.88154,0.960396
3090,3.8825,0.960396
3091,3.88347,0.960396
3092,3.88443,0.960396
3093,3.88539,0.960396
3094,3.88635,0.960396
3095,3.88731,0.960396
3096,3.88827,0.960396
3097,3.88923,0.960396
3098,3.89019,0.960396
3099,3.89115,0.960396
3100,3.89211,0.960396
3101,3.89307,0.960396
3102,3.89403,0.960396
3103,3.89499,0.960396
3104,3.89595,0.960396
3105,3.89691,0.960396
3106,3.89787,0.960396
3107,3.89883,0.960396
3108,3.89979,0.960396
3109,3.90075,0.960396
3110,3.90171,0.960396
3111,3.90267,0.960396
3112,3.90363,0.960396
3113,3.90459,0.960396
3114,3.90555,0.960396
3115,3.90651,0.960396
3116,3.90748,0.960396
3117,3.90844,0.960396
3118,3.9094,0.960396
3119,3.91036,0.960396
3120,3.91132,0.960396
3121,3.91228,0.960396
3122,3.91324,0.960396
3123,3.9142,0.960396
3124,3.91516,0.960396
3125,3.91612,0.960396
3126,3.91708,0.960396
3127,3.91804,0.960396
3128,3.919,0.960396
3129,3.91996,0.960396
3130,3.92092,0.960396
3131,3.92188,0.960396
3132,3.92284,0.960396
3133,3.9238,0.960396
3134,3.92476,0.960396
3135,3.92572,0.960396
3136,3.92668,0.960396
3137,3.92764,0.960396
3138,3.9286,0.960396
3139,3.92956,0.960396
3140,3.93052,0.960396
3141,3.93149,0.960396
3142,3.93245,0.960396
3143,3.93341,0.960396
3144,3.93437,0.960396
3145,3.93533,0.960396
3146,3.93629,0.960396
3147,3.93725,0.960396
3148,3.93821,0.960396
3149,3.93917,0.960396
3150,3.94013,0.960396
3151,3.94109,0.960396
3152,3.94205,0.960396
3153,3.94301,0.960396
3154,3.94397,0.960396
3155,3.94493,0.960396
3156,3.94589,0.960396
3157,3.94685,0.960396
3158,3.94781,0.960396
3159,3.94877,0.960396
3160,3.94973,0.960396
3161,3.95069,0.960396
3162,3.95165,0.960396
3163,3.95261,0.960396
3164,3.95357,0.960396
3165,3.95453,0.960396
3166,3.9555,0.960396
3167,3.95646,0.960396
3168,3.95742,0.960396
3169,3.95838,0.960396
3170,3.95934,0.960396
3171,3.9603,0.960396
3172,3.96126,0.960396
3173,3.96222,0.960396
3174,3.96318,0.960396
3175,3.96414,0.960396
3176,3.9651,0.960396
3177,3.96606,0.960396
3178,3.96702,0.960396
3179,3.96798,0.960396
3180,3.96894,0.960396
3181,3.9699,0.960396
3182,3.97086,0.960396
3183,3.97182,0.960396
3184,3.97278,0.960396
3185,3.97374,0.960396
3186,3.9747,0.960396
3187,3.97566,0.960396
3188,3.97662,0.960396
3189,3.97758,0.960396
3190,3.97854,0.960396
3191,3.9795,0.960396
3192,3.98047,0.960396
3193,3.98143,0.960396
3194,3.98239,0.960396
3195,3.98335,0.960396
3196,3.98431,0.960396
3197,3.98527,0.960396
3198,3.98623,0.960396
3199,3.98719,0.960396
3200,3.98815,0.960396
3201,3.98911,0.960396
3202,3.99007,0.960396
3203,3.99103,0.960396
3204,3.99199,0.960396
3205,3.99295,0.960396
3206,3.99391,0.960396
3207,3.99487,0.960396
3208,3.99583,0.960396
3209,3.99679,0.960396
3210,3.99775,0.960396
3211,3.99871,0.960396
3212,3.99967,0.960396
3213,4.00063,0.960396
3214,4.00159,0.960396
3215,4.00255,0.960396
3216,4.00351,0.960396
3217,4.00448,0.960396
3218,4.00544,0.960396
3219,4.0064,0.960396
3220,4.00736,0.960396
3221,4.00832,0.960396
3222,4.00928,0.960396
3223,4.01024,0.960396
3224,4.0112,0.960396
3225,4.01216,0.960396
3226,4.01312,0.960396
3227,4.01408,0.960396
3228,4.01504,0.960396
3229,4.016,0.960396
3230,4.01696,0.960396
3231,4.01792,0.960396
3232,4.01888,0.960396
3233,4.01984,0.960396
3234,4.0208,0.960396
3235,4.02176,0.960396
3236,4.02272,0.960396
3237,4.02368,0.960396
3238,4.02464,0.960396
3239,4.0256,0.960396
3240,4.02656,0.960396
3241,4.02752,0.960396
3242,4.02849,0.960396
3243,4.02945,0.960396
3244,4.03041,0.960396
3245,4.03137,0.960396
3246,4.03233,0.960396
3247,4.03329,0.960396
3248,4.03425,0.960396
3249,4.03521,0.960396
3250,4.03617,0.960396
3251,4.03713,0.960396
3252,4.03809,0.960396
3253,4.03905,0.960396
3254,4.04001,0.960396
3255,4.04097,0.960396
3256,4.04193,0.960396
3257,4.04289,0.960396
3258,4.04385,0.960396
3259,4.04481,0.960396
3260,4.04577,0.960396
3261,4.04673,0.960396
3262,4.04769,0.960396
3263,4.04865,0.960396
3264,4.04961,0.960396
3265,4.05057,0.960396
3266,4.05153,0.960396
3267,4.0525,0.960396
3268,4.05346,0.960396
3269,4.05442,0.960396
3270,4.05538,0.960396
3271,4.05634,0.960396
3272,4.0573,0.960396
3273,4.05826,0.960396
3274,4.05922,0.960396
3275,4.06018,0.960396
3276,4.06114,0.960396
3277,4.0621,0.960396
3278,4.06306,0.960396
3279,4.06402,0.960396
3280,4.06498,0.960396
3281,4.06594,0.960396
3282,4.0669,0.960396
3283,4.06786,0.960396
3284,4.06882,0.960396
3285,4.06978,0.960396
3286,4.07074,0.960396
3287,4.0717,0.960396
3288,4.07266,0.960396
3289,4.07362,0.960396
3290,4.07458,0.960396
3291,4.07554,0.960396
3292,4.0765,0.960396
3293,4.07747,0.960396
3294,4.07843,0.960396
3295,4.07939,0.960396
3296,4.08035,0.960396
3297,4.08131,0.960396
3298,4.08227,0.960396
3299,4.08323,0.960396
3300,4.08419,0.960396
3301,4.08515,0.960396
3302,4.08611,0.960396
3303,4.08707,0.960396
3304,4.08803,0.960396
3305,4.08899,0.960396
3306,4.08995,0.960396
3307,4.09091,0.960396
3308,4.09187,0.960396
3309,4.09283,0.960396
3310,4.09379,0.960396
3311,4.09475,0.960396
3312,4.09571,0.960396
3313,4.09667,0.960396
3314,4.09763,0.960396
3315,4.09859,0.960396
3316,4.09955,0.960396
3317,4.10051,0.960396
3318,4.10148,0.960396
3319,4.10244,0.960396
3320,4.1034,0.960396
3321,4.10436,0.960396
3322,4.10532,0.960396
3323,4.10628,0.960396
3324,4.10724,0.960396
3325,4.1082,0.960396
3326,4.10916,0.960396
3327,4.11012,0.960396
3328,4.11108,0.960396
3329,4.11204,0.960396
3330,4.113,0.960396
3331,4.11396,0.960396
3332,4.11492,0.960396
3333,4.11588,0.960396
3334,4.11684,0.960396
3335,4.1178,0.960396
3336,4.11876,0.960396
3337,4.11972,0.960396
3338,4.12068,0.960396
3339,4.12164,0.960396
3340,4.1226,0.960396
3341,4.12356,0.960396
3342,4.12452,0.960396
3343,4.12549,0.960396
3344,4.12645,0.960396
3345,4.12741,0.960396
3346,4.12837,0.960396
3347,4.12933,0.960396
3348,4.13029,0.960396
3349,4.13125,0.960396
3350,4.13221,0.960396
3351,4.13317,0.960396
3352,4.13413,0.960396
3353,4.13509,0.960396
3354,4.13605,0.960396
3355,4.13701,0.960396
3356,4.13797,0.960396
3357,4.13893,0.960396
3358,4.13989,0.960396
3359,4.14085,0.960396
3360,4.14181,0.960396
3361,4.14277,0.960396
3362,4.14373,0.960396
3363,4.14469,0.960396
3364,4.14565,0.960396
3365,4.14661,0.960396
3366,4.14757,0.960396
3367,4.14853,0.960396
3368,4.1495,0.960396
3369,4.15046,0.960396
3370,4.15142,0.960396
3371,4.15238,0.960396
3372,4.15334,0.960396
3373,4.1543,0.960396
3374,4.15526,0.960396
3375,4.15622,0.960396
3376,4.15718,0.960396
3377,4.15814,0.960396
3378,4.1591,0.960396
3379,4.16006,0.960396
3380,4.16102,0.960396
3381,4.16198,0.960396
3382,4.16294,0.960396
3383,4.1639,0.960396
3384,4.16486,0.960396
3385,4.16582,0.960396
3386,4.16678,0.960396
3387,4.16774,0.960396
3388,4.1687,0.960396
3389,4.16966,0.960396
3390,4.17062,0.960396
3391,4.17158,0.960396
3392,4.17254,0.960396
3393,4.1735,0.960396
3394,4.17447,0.960396
3395,4.17543,0.960396
3396,4.17639,0.960396
3397,4.17735,0.960396
3398,4.17831,0.960396
3399,4.17927,0.960396
3400,4.18023,0.960396
3401,4.18119,0.960396
3402,4.18215,0.960396
3403,4.18311,0.960396
3404,4.18407,0.960396
3405,4.18503,0.960396
3406,4.18599,0.960396
3407,4.18695,0.960396
3408,4.18791,0.960396
3409,4.18887,0.960396
3410,4.18983,0.960396
3411,4.19079,0.960396
3412,4.19175,0.960396
3413,4.19271,0.960396
3414,4.19367,0.960396
3415,4.19463,0.960396
3416,4.19559,0.960396
3417,4.19655,0.960396
3418,4.19751,0.960396
3419,4.19848,0.960396
3420,4.19944,0.960396
3421,4.2004,0.960396
3422,4.20136,0.960396
3423,4.20232,0.960396
3424,4.20328,0.960396
3425,4.20424,0.960396
3426,4.2052,0.960396
3427,4.20616,0.960396
3428,4.20712,0.960396
3429,4.20808,0.960396
3430,4.20904,0.960396
3431,4.21,0.960396
3432,4.21096,0.960396
3433,4.21192,0.960396
3434,4.21288,0.960396
3435,4.21384,0.960396
3436,4.2148,0.960396
3437,4.21576,0.960396
3438,4.21672,0.960396
3439,4.21768,0.960396
3440,4.21864,0.960396
3441,4.2196,0.960396
3442,4.22056,0.960396
3443,4.22152,0.960396
3444,4.22249,0.960396
3445,4.22345,0.960396
3446,4.22441,0.960396
3447,4.22537,0.960396
3448,4.22633,0.960396
3449,4.22729,0.960396
3450,4.22825,0.960396
3451,4.22921,0.960396
3452,4.23017,0.960396
3453,4.23113,0.960396
3454,4.23209,0.960396
3455,4.23305,0.960396
3456,4.23401,0.960396
3457,4.23497,0.960396
3458,4.23593,0.960396
3459,4.23689,0.960396
3460,4.23785,0.960396
3461,4.23881,0.960396
3462,4.23977,0.960396
3463,4.24073,0.960396
3464,4.24169,0.960396
3465,4.24265,0.960396
3466,4.24361,0.960396
3467,4.24457,0.960396
3468,4.24553,0.960396
3469,4.2465,0.960396
3470,4.24746,0.960396
3471,4.24842,0.960396
3472,4.24938,0.960396
3473,4.25034,0.960396
3474,4.2513,0.960396
3475,4.25226,0.960396
3476,4.25322,0.960396
3477,4.25418,0.960396
3478,4.25514,0.960396
3479,4.2561,0.960396
3480,4.25706,0.960396
3481,4.25802,0.960396
3482,4.25898,0.960396
3483,4.25994,0.960396
3484,4.2609,0.960396
3485,4.26186,0.960396
3486,4.26282,0.960396
3487,4.26378,0.960396
3488,4.26474,0.960396
3489,4.2657,0.960396
3490,4.26666,0.960396
3491,4.26762,0.960396
3492,4.26858,0.960396
3493,4.26954,0.960396
3494,4.2705,0.960396
3495,4.27147,0.960396
3496,4.27243,0.960396
3497,4.27339,0.960396
3498,4.27435,0.960396
3499,4.27531,0.960396
3500,4.27627,0.960396
3501,4.27723,0.960396
3502,4.27819,0.960396
3503,4.27915,0.960396
3504,4.28011,0.960396
3505,4.28107,0.960396
3506,4.28203,0.960396
3507,4.28299,0.960396
3508,4.28395,0.960396
3509,4.28491,0.960396
3510,4.28587,0.960396
3511,4.28683,0.960396
3512,4.28779,0.960396
3513,4.28875,0.960396
3514,4.28971,0.960396
3515,4.29067,0.960396
3516,4.29163,0.960396
3517,4.29259,0.960396
3518,4.29355,0.960396
3519,4.29451,0.960396
3520,4.29548,0.960396
3521,4.29644,0.960396
3522,4.2974,0.960396
3523,4.29836,0.960396
3524,4.29932,0.960396
3525,4.30028,0.960396
3526,4.30124,0.960396
3527,4.3022,0.960396
3528,4.30316,0.960396
3529,4.30412,0.960396
3530,4.30508,0.960396
3531,4.30604,0.960396
3532,4.307,0.960396
3533,4.30796,0.960396
3534,4.30892,0.960396
3535,4.30988,0.960396
3536,4.31084,0.960396
3537,4.3118,0.960396
3538,4.31276,0.960396
3539,4.31372,0.960396
3540,4.31468,0.960396
3541,4.31564,0.960396
3542,4.3166,0.960396
3543,4.31756,0.960396
3544,4.31852,0.960396
3545,4.31949,0.960396
3546,4.32045,0.960396
3547,4.32141,0.960396
3548,4.32237,0.960396
3549,4.32333,0.960396
3550,4.32429,0.960396
3551,4.32525,0.960396
3552,4.32621,0.960396
3553,4.32717,0.960396
3554,4.32813,0.960396
3555,4.32909,0.960396
3556,4.33005,0.960396
3557,4.33101,0.960396
3558,4.33197,0.960396
3559,4.33293,0.960396
3560,4.33389,0.960396
3561,4.33485,0.960396
3562,4.33581,0.960396
3563,4.33677,0.960396
3564,4.33773,0.960396
3565,4.33869,0.960396
3566,4.33965,0.960396
3567,4.34061,0.960396
3568,4.34157,0.960396
3569,4.34253,0.960396
3570,4.3435,0.960396
3571,4.34446,0.960396
3572,4.34542,0.960396
3573,4.34638,0.960396
3574,4.34734,0.960396
3575,4.3483,0.960396
3576,4.34926,0.960396
3577,4.35022,0.960396
3578,4.35118,0.960396
3579,4.35214,0.960396
3580,4.3531,0.960396
3581,4.35406,0.960396
3582,4.35502,0.960396
3583,4.35598,0.960396
3584,4.35694,0.960396
3585,4.3579,0.960396
3586,4.35886,0.960396
3587,4.35982,0.960396
3588,4.36078,0.960396
3589,4.36174,0.960396
3590,4.3627,0.960396
3591,4.36366,0.960396
3592,4.36462,0.960396
3593,4.36558,0.960396
3594,4.36654,0.960396
3595,4.3675,0.960396
3596,4.36847,0.960396
3597,4.36943,0.960396
3598,4.37039,0.960396
3599,4.37135,0.960396
3600,4.37231,0.960396
3601,4.37327,0.960396
3602,4.37423,0.960396
3603,4.37519,0.960396
3604,4.37615,0.960396
3605,4.37711,0.960396
3606,4.37807,0.960396
3607,4.37903,0.960396
3608,4.37999,0.960396
3609,4.38095,0.960396
3610,4.38191,0.960396
3611,4.38287,0.960396
3612,4.38383,0.960396
3613,4.38479,0.960396
3614,4.38575,0.960396
3615,4.38671,0.960396
3616,4.38767,0.960396
3617,4.38863,0.960396
3618,4.38959,0.960396
3619,4.39055,0.960396
3620,4.39151,0.960396
3621,4.39248,0.960396
3622,4.39344,0.960396
3623,4.3944,0.960396
3624,4.39536,0.960396
3625,4.39632,0.960396
3626,4.39728,0.960396
3627,4.39824,0.960396
3628,4.3992,0.960396
3629,4.40016,0.960396
3630,4.40112,0.960396
3631,4.40208,0.960396
3632,4.40304,0.960396
3633,4.404,0.960396
3634,4.40496,0.960396
3635,4.40592,0.960396
3636,4.40688,0.960396
3637,4.40784,0.960396
3638,4.4088,0.960396
3639,4.40976,0.960396
3640,4.41072,0.960396
3641,4.41168,0.960396
3642,4.41264,0.960396
3643,4.4136,0.960396
3644,4.41456,0.960396
3645,4.41552,0.960396
3646,4.41649,0.960396
3647,4.41745,0.960396
3648,4.41841,0.960396
3649,4.41937,0.960396
3650,4.42033,0.960396
3651,4.42129,0.960396
3652,4.42225,0.960396
3653,4.42321,0.960396
3654,4.42417,0.960396
3655,4.42513,0.960396
3656,4.42609,0.960396
3657,4.42705,0.960396
3658,4.42801,0.960396
3659,4.42897,0.960396
3660,4.42993,0.960396
3661,4.43089,0.960396
3662,4.43185,0.960396
3663,4.43281,0.960396
3664,4.43377,0.960396
3665,4.43473,0.960396
3666,4.43569,0.960396
3667,4.43665,0.960396
3668,4.43761,0.960396
3669,4.43857,0.960396
3670,4.43953,0.960396
3671,4.4405,0.960396
3672,4.44146,0.960396
3673,4.44242,0.960396
3674,4.44338,0.960396
3675,4.44434,0.960396
3676,4.4453,0.960396
3677,4.44626,0.960396
3678,4.44722,0.960396
3679,4.44818,0.960396
3680,4.44914,0.960396
3681,4.4501,0.960396
3682,4.45106,0.960396
3683,4.45202,0.960396
3684,4.45298,0.960396
3685,4.45394,0.960396
3686,4.4549,0.960396
3687,4.45586,0.960396
3688,4.45682,0.960396
3689,4.45778,0.960396
3690,4.45874,0.960396
3691,4.4597,0.960396
3692,4.46066,0.960396
3693,4.46162,0.960396
3694,4.46258,0.960396
3695,4.46354,0.960396
3696,4.4645,0.960396
3697,4.46547,0.960396
3698,4.46643,0.960396
3699,4.46739,0.960396
3700,4.46835,0.960396
3701,4.46931,0.960396
3702,4.47027,0.960396
3703,4.47123,0.960396
3704,4.47219,0.960396
3705,4.47315,0.960396
3706,4.47411,0.960396
3707,4.47507,0.960396
3708,4.47603,0.960396
3709,4.47699,0.960396
3710,4.47795,0.960396
3711,4.47891,0.960396
3712,4.47987,0.960396
3713,4.48083,0.960396
3714,4.48179,0.960396
3715,4.48275,0.960396
3716,4.48371,0.960396
3717,4.48467,0.960396
3718,4.48563,0.960396
3719,4.48659,0.960396
3720,4.48755,0.960396
3721,4.48851,0.960396
3722,4.48948,0.960396
3723,4.49044,0.960396
3724,4.4914,0.960396
3725,4.49236,0.960396
3726,4.49332,0.960396
3727,4.49428,0.960396
3728,4.49524,0.960396
3729,4.4962,0.960396
3730,4.49716,0.960396
3731,4.49812,0.960396
3732,4.49908,0.960396
3733,4.50004,0.960396
3734,4.501,0.960396
3735,4.50196,0.960396
3736,4.50292,0.960396
3737,4.50388,0.960396
3738,4.50484,0.960396
3739,4.5058,0.960396
3740,4.50676,0.960396
3741,4.50772,0.960396
3742,4.50868,0.960396
3743,4.50964,0.960396
3744,4.5106,0.960396
3745,4.51156,0.960396
3746,4.51252,0.960396
3747,4.51349,0.960396
3748,4.51445,0.960396
3749,4.51541,0.960396
3750,4.51637,0.960396
3751,4.51733,0.960396
3752,4.51829,0.960396
3753,4.51925,0.960396
3754,4.52021,0.960396
3755,4.52117,0.960396
3756,4.52213,0.960396
3757,4.52309,0.960396
3758,4.52405,0.960396
3759,4.52501,0.960396
3760,4.52597,0.960396
3761,4.52693,0.960396
3762,4.52789,0.960396
3763,4.52885,0.960396
3764,4.52981,0.960396
3765,4.53077,0.960396
