i,x,v
188,1.188,1
189,1.189,1
190,1.19,1
191,1.191,1
192,1.192,1
193,1.193,1
194,1.194,1
195,1.195,1
196,1.196,1
197,1.197,1
198,1.198,1
199,1.199,1
200,1.2,1
201,1.201,1
202,1.202,1
203,1.203,1
204,1.204,1
205,1.205,1
206,1.206,1
207,1.207,1
208,1.208,1
209,1.209,1
210,1.21,1
211,1.211,1
212,1.212,1
213,1.213,1
214,1.214,1
215,1.215,1
216,1.216,1
217,1.217,1
218,1.218,1
219,1.219,1
220,1.22,1
221,1.221,1
222,1.222,1
223,1.223,1
224,1.224,1
225,1.225,1
226,1.226,1
227,1.227,1
228,1.228,1
229,1.229,1
230,1.23,1
231,1.231,1
232,1.232,1
233,1.233,1
234,1.234,1
235,1.235,1
236,1.236,1
237,1.237,1
238,1.238,1
239,1.239,1
240,1.24,1
241,1.241,1
242,1.242,1
243,1.243,1
244,1.244,1
245,1.245,1
246,1.246,1
247,1.247,1
248,1.248,1
249,1.249,1
250,1.25,1
251,1.251,1
252,1.252,1
253,1.253,1
254,1.254,1
255,1.255,1
256,1.256,1
257,1.257,1
258,1.258,1
259,1.259,1
260,1.26,1
261,1.261,1
262,1.262,1
263,1.263,1
264,1.264,1
265,1.265,1
266,1.266,1
267,1.267,1
268,1.268,1
269,1.269,1
270,1.27,1
271,1.271,1
272,1.272,1
273,1.273,1
274,1.274,1
275,1.275,1
276,1.276,1
277,1.277,1
278,1.278,1
279,1.279,1
280,1.28,1
281,1.281,1
282,1.282,1
283,1.283,1
284,1.284,1
285,1.285,1
286,1.286,1
287,1.287,1
288,1.288,1
289,1.289,1
290,1.29,1
291,1.291,1
292,1.292,1
293,1.293,1
294,1.294,1
295,1.295,1
296,1.296,1
297,1.297,1
298,1.298,1
299,1.299,1
300,1.3,1
301,1.301,1
302,1.302,1
303,1.303,1
304,1.304,1
305,1.305,1
306,1.306,1
307,1.307,1
308,1.308,1
309,1.309,1
310,1.31,1
311,1.311,1
312,1.312,1
313,1.313,1
314,1.314,1
315,1.315,1
316,1.316,1
317,1.317,1
318,1.318,1
319,1.319,1
320,1.32,1
321,1.321,1
322,1.322,1
323,1.323,1
324,1.324,1
325,1.325,1
326,1.326,1
327,1.327,1
328,1.328,1
329,1.329,1
330,1.33,1
331,1.331,1
332,1.332,1
333,1.333,1
334,1.334,1
335,1.335,1
336,1.336,1
337,1.337,1
338,1.338,1
339,1.339,1
340,1.34,1
341,1.341,1
342,1.342,1
343,1.343,1
344,1.344,1
345,1.345,1
346,1.346,1
347,1.347,1
348,1.348,1
349,1.349,1
350,1.35,1
351,1.351,1
352,1.352,1
353,1.353,1
354,1.354,1
355,1.355,1
356,1.356,1
357,1.357,1
358,1.358,1
359,1.359,1
360,1.36,1
361,1.361,1
362,1.362,1
363,1.363,1
364,1.364,1
365,1.365,1
366,1.366,1
367,1.367,1
368,1.368,1
369,1.369,1
370,1.37,1
371,1.371,1
372,1.372,1
373,1.373,1
374,1.374,1
375,1.375,1
376,1.376,1
377,1.377,1
378,1.378,1
379,1.379,1
380,1.38,1
381,1.381,1
382,1.382,1
383,1.383,1
384,1.384,1
385,1.385,1
386,1.386,1
387,1.387,1
388,1.388,1
389,1.389,1
390,1.39,1
391,1.391,1
392,1.392,1
393,1.393,1
394,1.394,1
395,1.395,1
396,1.396,1
397,1.397,1
398,1.398,1
399,1.399,1
400,1.4,1
401,1.3,0.960396
402,1.30096,0.960396
403,1.30192,0.960396
404,1.30288,0.960396
405,1.30384,0.960396
406,1.3048,0.960396
407,1.30576,0.960396
408,1.30672,0.960396
409,1.30768,0.960396
410,1.30864,0.960396
411,1.3096,0.960396
412,1.31056,0.960396
413,1.31152,0.960396
414,1.31249,0.960396
415,1.31345,0.960396
416,1.31441,0.960396
417,1.31537,0.960396
418,1.31633,0.960396
419,1.31729,0.960396
420,1.31825,0.960396
421,1.31921,0.960396
422,1.32017,0.960396
423,1.32113,0.960396
424,1.32209,0.960396
425,1.32305,0.960396
426,1.32401,0.960396
427,1.32497,0.960396
428,1.32593,0.960396
429,1.32689,0.960396
430,1.32785,0.960396
431,1.32881,0.960396
432,1.32977,0.960396
433,1.33073,0.960396
434,1.33169,0.960396
435,1.33265,0.960396
436,1.33361,0.960396
437,1.33457,0.960396
438,1.33553,0.960396
439,1.3365,0.960396
440,1.33746,0.960396
441,1.33842,0.960396
442,1.33938,0.960396
443,1.34034,0.960396
444,1.3413,0.960396
445,1.34226,0.960396
446,1.34322,0.960396
447,1.34418,0.960396
448,1.34514,0.960396
449,1.3461,0.960396
450,1.34706,0.960396
451,1.34802,0.960396
452,1.34898,0.960396
453,1.34994,0.960396
454,1.3509,0.960396
455,1.35186,0.960396
456,1.35282,0.960396
457,1.35378,0.960396
458,1.35474,0.960396
459,1.3557,0.960396
460,1.35666,0.960396
461,1.35762,0.960396
462,1.35858,0.960396
463,1.35954,0.960396
464,1.3605,0.960396
465,1.36147,0.960396
466,1.36243,0.960396
467,1.36339,0.960396
468,1.36435,0.960396
469,1.36531,0.960396
470,1.36627,0.960396
471,1.36723,0.960396
472,1.36819,0.960396
473,1.36915,0.960396
474,1.37011,0.960396
475,1.37107,0.960396
476,1.37203,0.960396
477,1.37299,0.960396
478,1.37395,0.960396
479,1.37491,0.960396
480,1.37587,0.960396
481,1.37683,0.960396
482,1.37779,0.960396
483,1.37875,0.960396
484,1.37971,0.960396
485,1.38067,0.960396
486,1.38163,0.960396
487,1.38259,0.960396
488,1.38355,0.960396
489,1.38451,0.960396
490,1.38548,0.960396
491,1.38644,0.960396
492,1.3874,0.960396
493,1.38836,0.960396
494,1.38932,0.960396
495,1.39028,0.960396
496,1.39124,0.960396
497,1.3922,0.960396
498,1.39316,0.960396
499,1.39412,0.960396
500,1.39508,0.960396
501,1.39604,0.960396
502,1.397,0.960396
503,1.39796,0.960396
504,1.39892,0.960396
505,1.39988,0.960396
506,1.40084,0.960396
507,1.4018,0.960396
508,1.40276,0.960396
509,1.40372,0.960396
510,1.40468,0.960396
511,1.40564,0.960396
512,1.4066,0.960396
513,1.40756,0.960396
514,1.40852,0.960396
515,1.40949,0.960396
516,1.41045,0.960396
517,1.41141,0.960396
518,1.41237,0.960396
519,1.41333,0.960396
520,1.41429,0.960396
521,1.41525,0.960396
522,1.41621,0.960396
523,1.41717,0.960396
524,1.41813,0.960396
525,1.41909,0.960396
526,1.42005,0.960396
527,1.42101,0.960396
528,1.42197,0.960396
529,1.42293,0.960396
530,1.42389,0.960396
531,1.42485,0.960396
532,1.42581,0.960396
533,1.42677,0.960396
534,1.42773,0.960396
535,1.42869,0.960396
536,1.42965,0.960396
537,1.43061,0.960396
538,1.43157,0.960396
539,1.43253,0.960396
540,1.4335,0.960396
541,1.43446,0.960396
542,1.43542,0.960396
543,1.43638,0.960396
544,1.43734,0.960396
545,1.4383,0.960396
546,1.43926,0.960396
547,1.44022,0.960396
548,1.44118,0.960396
549,1.44214,0.960396
550,1.4431,0.960396
551,1.44406,0.960396
552,1.44502,0.960396
553,1.44598,0.960396
554,1.44694,0.960396
555,1.4479,0.960396
556,1.44886,0.960396
557,1.44982,0.960396
558,1.45078,0.960396
559,1.45174,0.960396
560,1.4527,0.960396
561,1.45366,0.960396
562,1.45462,0.960396
563,1.45558,0.960396
564,1.45654,0.960396
565,1.4575,0.960396
566,1.45847,0.960396
567,1.45943,0.960396
568,1.46039,0.960396
569,1.46135,0.960396
570,1.46231,0.960396
571,1.46327,0.960396
572,1.46423,0.960396
573,1.46519,0.960396
574,1.46615,0.960396
575,1.46711,0.960396
576,1.46807,0.960396
577,1.46903,0.960396
578,1.46999,0.960396
579,1.47095,0.960396
580,1.47191,0.960396
581,1.47287,0.960396
582,1.47383,0.960396
583,1.47479,0.960396
584,1.47575,0.960396
585,1.47671,0.960396
586,1.47767,0.960396
587,1.47863,0.960396
588,1.47959,0.960396
589,1.48055,0.960396
590,1.48151,0.960396
591,1.48248,0.960396
592,1.48344,0.960396
593,1.4844,0.960396
594,1.48536,0.960396
595,1.48632,0.960396
596,1.48728,0.960396
597,1.48824,0.960396
598,1.4892,0.960396
599,1.49016,0.960396
600,1.49112,0.960396
601,1.49208,0.960396
602,1.49304,0.960396
603,1.494,0.960396
604,1.49496,0.960396
605,1.49592,0.960396
606,1.49688,0.960396
607,1.49784,0.960396
608,1.4988,0.960396
609,1.49976,0.960396
610,1.50072,0.960396
611,1.50168,0.960396
612,1.50264,0.960396
613,1.5036,0.960396
614,1.50456,0.960396
615,1.50552,0.960396
616,1.50649,0.960396
617,1.50745,0.960396
618,1.50841,0.960396
619,1.50937,0.960396
620,1.51033,0.960396
621,1.51129,0.960396
622,1.51225,0.960396
623,1.51321,0.960396
624,1.51417,0.960396
625,1.51513,0.960396
626,1.51609,0.960396
627,1.51705,0.960396
628,1.51801,0.960396
629,1.51897,0.960396
630,1.51993,0.960396
631,1.52089,0.960396
632,1.52185,0.960396
633,1.52281,0.960396
634,1.52377,0.960396
635,1.52473,0.960396
636,1.52569,0.960396
637,1.52665,0.960396
638,1.52761,0.960396
639,1.52857,0.960396
640,1.52953,0.960396
641,1.5305,0.960396
642,1.53146,0.960396
643,1.53242,0.960396
644,1.53338,0.960396
645,1.53434,0.960396
646,1.5353,0.960396
647,1.53626,0.960396
648,1.53722,0.960396
649,1.53818,0.960396
650,1.53914,0.960396
651,1.5401,0.960396
652,1.54106,0.960396
653,1.54202,0.960396
654,1.54298,0.960396
655,1.54394,0.960396
656,1.5449,0.960396
657,1.54586,0.960396
658,1.54682,0.960396
659,1.54778,0.960396
660,1.54874,0.960396
661,1.5497,0.960396
662,1.55066,0.960396
663,1.55162,0.960396
664,1.55258,0.960396
665,1.55354,0.960396
666,1.5545,0.960396
667,1.55547,0.960396
668,1.55643,0.960396
669,1.55739,0.960396
670,1.55835,0.960396
671,1.55931,0.960396
672,1.56027,0.960396
673,1.56123,0.960396
674,1.56219,0.960396
675,1.56315,0.960396
676,1.56411,0.960396
677,1.56507,0.960396
678,1.56603,0.960396
679,1.56699,0.960396
680,1.56795,0.960396
681,1.56891,0.960396
682,1.56987,0.960396
683,1.57083,0.960396
684,1.57179,0.960396
685,1.57275,0.960396
686,1.57371,0.960396
687,1.57467,0.960396
688,1.57563,0.960396
689,1.57659,0.960396
690,1.57755,0.960396
691,1.57851,0.960396
692,1.57948,0.960396
693,1.58044,0.960396
694,1.5814,0.960396
695,1.58236,0.960396
696,1.58332,0.960396
697,1.58428,0.960396
698,1.58524,0.960396
699,1.5862,0.960396
700,1.58716,0.960396
701,1.58812,0.960396
702,1.58908,0.960396
703,1.59004,0.960396
704,1.591,0.960396
705,1.59196,0.960396
706,1.59292,0.960396
707,1.59388,0.960396
708,1.59484,0.960396
709,1.5958,0.960396
710,1.59676,0.960396
711,1.59772,0.960396
712,1.59868,0.960396
713,1.59964,0.960396
714,1.6006,0.960396
715,1.60156,0.960396
716,1.60252,0.960396
717,1.60349,0.960396
718,1.60445,0.960396
719,1.60541,0.960396
720,1.60637,0.960396
721,1.60733,0.960396
722,1.60829,0.960396
723,1.60925,0.960396
724,1.61021,0.960396
725,1.61117,0.960396
726,1.61213,0.960396
727,1.61309,0.960396
728,1.61405,0.960396
729,1.61501,0.960396
730,1.61597,0.960396
731,1.61693,0.960396
732,1.61789,0.960396
733,1.61885,0.960396
734,1.61981,0.960396
735,1.62077,0.960396
736,1.62173,0.960396
737,1.62269,0.960396
738,1.62365,0.960396
739,1.62461,0.960396
740,1.62557,0.960396
741,1.62653,0.960396
742,1.6275,0.960396
743,1.62846,0.960396
744,1.62942,0.960396
745,1.63038,0.960396
746,1.63134,0.960396
747,1.6323,0.960396
748,1.63326,0.960396
749,1.63422,0.960396
750,1.63518,0.960396
751,1.63614,0.960396
752,1.6371,0.960396
753,1.63806,0.960396
754,1.63902,0.960396
755,1.63998,0.960396
756,1.64094,0.960396
757,1.6419,0.960396
758,1.64286,0.960396
759,1.64382,0.960396
760,1.64478,0.960396
761,1.64574,0.960396
762,1.6467,0.960396
763,1.64766,0.960396
764,1.64862,0.960396
765,1.64958,0.960396
766,1.65054,0.960396
767,1.6515,0.960396
768,1.65247,0.960396
769,1.65343,0.960396
770,1.65439,0.960396
771,1.65535,0.960396
772,1.65631,0.960396
773,1.65727,0.960396
774,1.65823,0.960396
775,1.65919,0.960396
776,1.66015,0.960396
777,1.66111,0.960396
778,1.66207,0.960396
779,1.66303,0.960396
780,1.66399,0.960396
781,1.66495,0.960396
782,1.66591,0.960396
783,1.66687,0.960396
784,1.66783,0.960396
785,1.66879,0.960396
786,1.66975,0.960396
787,1.67071,0.960396
788,1.67167,0.960396
789,1.67263,0.960396
790,1.67359,0.960396
791,1.67455,0.960396
792,1.67551,0.960396
793,1.67648,0.960396
794,1.67744,0.960396
795,1.6784,0.960396
796,1.67936,0.960396
797,1.68032,0.960396
798,1.68128,0.960396
799,1.68224,0.960396
800,1.6832,0.960396
801,1.68416,0.960396
802,1.68512,0.960396
803,1.68608,0.960396
804,1.68704,0.960396
805,1.688,0.960396
806,1.68896,0.960396
807,1.68992,0.960396
808,1.69088,0.960396
809,1.69184,0.960396
810,1.6928,0.960396
811,1.69376,0.960396
812,1.69472,0.960396
813,1.69568,0.960396
814,1.69664,0.960396
815,1.6976,0.960396
816,1.69856,0.960396
817,1.69952,0.960396
818,1.70049,0.960396
819,1.70145,0.960396
820,1.70241,0.960396
821,1.70337,0.960396
822,1.70433,0.960396
823,1.70529,0.960396
824,1.70625,0.960396
825,1.70721,0.960396
826,1.70817,0.960396
827,1.70913,0.960396
828,1.71009,0.960396
829,1.71105,0.960396
830,1.71201,0.960396
831,1.71297,0.960396
832,1.71393,0.960396
833,1.71489,0.960396
834,1.71585,0.960396
835,1.71681,0.960396
836,1.71777,0.960396
837,1.71873,0.960396
838,1.71969,0.960396
839,1.72065,0.960396
840,1.72161,0.960396
841,1.72257,0.960396
842,1.72353,0.960396
843,1.7245,0.960396
844,1.72546,0.960396
845,1.72642,0.960396
846,1.72738,0.960396
847,1.72834,0.960396
848,1.7293,0.960396
849,1.73026,0.960396
850,1.73122,0.960396
851,1.73218,0.960396
852,1.73314,0.960396
853,1.7341,0.960396
854,1.73506,0.960396
855,1.73602,0.960396
856,1.73698,0.960396
857,1.73794,0.960396
858,1.7389,0.960396
859,1.73986,0.960396
860,1.74082,0.960396
861,1.74178,0.960396
862,1.74274,0.960396
863,1.7437,0.960396
864,1.74466,0.960396
865,1.74562,0.960396
866,1.74658,0.960396
867,1.74754,0.960396
868,1.7485,0.960396
869,1.74947,0.960396
870,1.75043,0.960396
871,1.75139,0.960396
872,1.75235,0.960396
873,1.75331,0.960396
874,1.75427,0.960396
875,1.75523,0.960396
876,1.75619,0.960396
877,1.75715,0.960396
878,1.75811,0.960396
879,1.75907,0.960396
880,1.76003,0.960396
881,1.76099,0.960396
882,1.76195,0.960396
883,1.76291,0.960396
884,1.76387,0.960396
885,1.76483,0.960396
886,1.76579,0.960396
887,1.76675,0.960396
888,1.76771,0.960396
889,1.76867,0.960396
890,1.76963,0.960396
891,1.77059,0.960396
892,1.77155,0.960396
893,1.77251,0.960396
894,1.77348,0.960396
895,1.77444,0.960396
896,1.7754,0.960396
897,1.77636,0.960396
898,1.77732,0.960396
899,1.77828,0.960396
900,1.77924,0.960396
901,1.7802,0.960396
902,1.78116,0.960396
903,1.78212,0.960396
904,1.78308,0.960396
905,1.78404,0.960396
906,1.785,0.960396
907,1.78596,0.960396
908,1.78692,0.960396
909,1.78788,0.960396
910,1.78884,0.960396
911,1.7898,0.960396
912,1.79076,0.960396
913,1.79172,0.960396
914,1.79268,0.960396
915,1.79364,0.960396
916,1.7946,0.960396
917,1.79556,0.960396
918,1.79652,0.960396
919,1.79749,0.960396
920,1.79845,0.960396
921,1.79941,0.960396
922,1.80037,0.960396
923,1.80133,0.960396
924,1.80229,0.960396
925,1.80325,0.960396
926,1.80421,0.960396
927,1.80517,0.960396
928,1.80613,0.960396
929,1.80709,0.960396
930,1.80805,0.960396
931,1.80901,0.960396
932,1.80997,0.960396
933,1.81093,0.960396
934,1.81189,0.960396
935,1.81285,0.960396
936,1.81381,0.960396
937,1.81477,0.960396
938,1.81573,0.960396
939,1.81669,0.960396
940,1.81765,0.960396
941,1.81861,0.960396
942,1.81957,0.960396
943,1.82053,0.960396
944,1.8215,0.960396
945,1.82246,0.960396
946,1.82342,0.960396
947,1.82438,0.960396
948,1.82534,0.960396
949,1.8263,0.960396
950,1.82726,0.960396
951,1.82822,0.960396
952,1.82918,0.960396
953,1.83014,0.960396
954,1.8311,0.960396
955,1.83206,0.960396
956,1.83302,0.960396
957,1.83398,0.960396
958,1.83494,0.960396
959,1.8359,0.960396
960,1.83686,0.960396
961,1.83782,0.960396
962,1.83878,0.960396
963,1.83974,0.960396
964,1.8407,0.960396
965,1.84166,0.960396
966,1.84262,0.960396
967,1.84358,0.960396
968,1.84454,0.960396
969,1.8455,0.960396
970,1.84647,0.960396
971,1.84743,0.960396
972,1.84839,0.960396
973,1.84935,0.960396
974,1.85031,0.960396
975,1.85127,0.960396
976,1.85223,0.960396
977,1.85319,0.960396
978,1.85415,0.960396
979,1.85511,0.960396
980,1.85607,0.960396
981,1.85703,0.960396
982,1.85799,0.960396
983,1.85895,0.960396
984,1.85991,0.960396
985,1.86087,0.960396
986,1.86183,0.960396
987,1.86279,0.960396
988,1.86375,0.960396
989,1.86471,0.960396
990,1.86567,0.960396
991,1.86663,0.960396
992,1.86759,0.960396
993,1.86855,0.960396
994,1.86951,0.960396
995,1.87048,0.960396
996,1.87144,0.960396
997,1.8724,0.960396
998,1.87336,0.960396
999,1.87432,0.960396
1000,1.87528,0.960396
1001,1.87624,0.960396
1002,1.8772,0.960396
1003,1.87816,0.960396
1004,1.87912,0.960396
1005,1.88008,0.960396
1006,1.88104,0.960396
1007,1.882,0.960396
1008,1.88296,0.960396
1009,1.88392,0.960396
1010,1.88488,0.960396
1011,1.88584,0.960396
1012,1.8868,0.960396
1013,1.88776,0.960396
1014,1.88872,0.960396
1015,1.88968,0.960396
1016,1.89064,0.960396
1017,1.8916,0.960396
1018,1.89256,0.960396
1019,1.89352,0.960396
1020,1.89449,0.960396
1021,1.89545,0.960396
1022,1.89641,0.960396
1023,1.89737,0.960396
1024,1.89833,0.960396
1025,1.89929,0.960396
1026,1.90025,0.960396
1027,1.90121,0.960396
1028,1.90217,0.960396
1029,1.90313,0.960396
1030,1.90409,0.960396
1031,1.90505,0.960396
1032,1.90601,0.960396
1033,1.90697,0.960396
1034,1.90793,0.960396
1035,1.90889,0.960396
1036,1.90985,0.960396
1037,1.91081,0.960396
1038,1.91177,0.960396
1039,1.91273,0.960396
1040,1.91369,0.960396
1041,1.91465,0.960396
1042,1.91561,0.960396
1043,1.91657,0.960396
1044,1.91753,0.960396
1045,1.9185,0.960396
1046,1.91946,0.960396
1047,1.92042,0.960396
1048,1.92138,0.960396
1049,1.92234,0.960396
1050,1.9233,0.960396
1051,1.92426,0.960396
1052,1.92522,0.960396
1053,1.92618,0.960396
1054,1.92714,0.960396
1055,1.9281,0.960396
1056,1.92906,0.960396
1057,1.93002,0.960396
1058,1.93098,0.960396
1059,1.93194,0.960396
1060,1.9329,0.960396
1061,1.93386,0.960396
1062,1.93482,0.960396
1063,1.93578,0.960396
1064,1.93674,0.960396
1065,1.9377,0.960396
1066,1.93866,0.960396
1067,1.93962,0.960396
1068,1.94058,0.960396
1069,1.94154,0.960396
1070,1.9425,0.960396
1071,1.94347,0.960396
1072,1.94443,0.960396
1073,1.94539,0.960396
1074,1.94635,0.960396
1075,1.94731,0.960396
1076,1.94827,0.960396
1077,1.94923,0.960396
1078,1.95019,0.960396
1079,1.95115,0.960396
1080,1.95211,0.960396
1081,1.95307,0.960396
1082,1.95403,0.960396
1083,1.95499,0.960396
1084,1.95595,0.960396
1085,1.95691,0.960396
1086,1.95787,0.960396
1087,1.95883,0.960396
1088,1.95979,0.960396
1089,1.96075,0.960396
1090,1.96171,0.960396
1091,1.96267,0.960396
1092,1.96363,0.960396
1093,1.96459,0.960396
1094,1.96555,0.960396
1095,1.96651,0.960396
1096,1.96748,0.960396
1097,1.96844,0.960396
1098,1.9694,0.960396
1099,1.97036,0.960396
1100,1.97132,0.960396
1101,1.97228,0.960396
1102,1.97324,0.960396
1103,1.9742,0.960396
1104,1.97516,0.960396
1105,1.97612,0.960396
1106,1.97708,0.960396
1107,1.97804,0.960396
1108,1.979,0.960396
1109,1.97996,0.960396
1110,1.98092,0.960396
1111,1.98188,0.960396
1112,1.98284,0.960396
1113,1.9838,0.960396
1114,1.98476,0.960396
1115,1.98572,0.960396
1116,1.98668,0.960396
1117,1.98764,0.960396
1118,1.9886,0.960396
1119,1.98956,0.960396
1120,1.99052,0.960396
1121,1.99149,0.960396
1122,1.99245,0.960396
1123,1.99341,0.960396
1124,1.99437,0.960396
1125,1.99533,0.960396
1126,1.99629,0.960396
1127,1.99725,0.960396
1128,1.99821,0.960396
1129,1.99917,0.960396
1130,2.00013,0.960396
1131,2.00109,0.960396
1132,2.00205,0.960396
1133,2.00301,0.960396
1134,2.00397,0.960396
1135,2.00493,0.960396
1136,2.00589,0.960396
1137,2.00685,0.960396
1138,2.00781,0.960396
1139,2.00877,0.960396
1140,2.00973,0.960396
1141,2.01069,0.960396
1142,2.01165,0.960396
1143,2.01261,0.960396
1144,2.01357,0.960396
1145,2.01453,0.960396
1146,2.0155,0.960396
1147,2.01646,0.960396
1148,2.01742,0.960396
1149,2.01838,0.960396
1150,2.01934,0.960396
1151,2.0203,0.960396
1152,2.02126,0.960396
1153,2.02222,0.960396
1154,2.02318,0.960396
1155,2.02414,0.960396
1156,2.0251,0.960396
1157,2.02606,0.960396
1158,2.02702,0.960396
1159,2.02798,0.960396
1160,2.02894,0.960396
1161,2.0299,0.960396
1162,2.03086,0.960396
1163,2.03182,0.960396
1164,2.03278,0.960396
1165,2.03374,0.960396
1166,2.0347,0.960396
1167,2.03566,0.960396
1168,2.03662,0.960396
1169,2.03758,0.960396
1170,2.03854,0.960396
1171,2.0395,0.960396
1172,2.04047,0.960396
1173,2.04143,0.960396
1174,2.04239,0.960396
1175,2.04335,0.960396
1176,2.04431,0.960396
1177,2.04527,0.960396
1178,2.04623,0.960396
1179,2.04719,0.960396
1180,2.04815,0.960396
1181,2.04911,0.960396
1182,2.05007,0.960396
1183,2.05103,0.960396
1184,2.05199,0.960396
1185,2.05295,0.960396
1186,2.05391,0.960396
1187,2.05487,0.960396
1188,2.05583,0.960396
1189,2.05679,0.960396
1190,2.05775,0.960396
1191,2.05871,0.960396
1192,2.05967,0.960396
1193,2.06063,0.960396
1194,2.06159,0.960396
1195,2.06255,0.960396
1196,2.06351,0.960396
1197,2.06448,0.960396
1198,2.06544,0.960396
1199,2.0664,0.960396
1200,2.06736,0.960396
1201,2.06832,0.960396
1202,2.06928,0.960396
1203,2.07024,0.960396
1204,2.0712,0.960396
1205,2.07216,0.960396
1206,2.07312,0.960396
1207,2.07408,0.960396
1208,2.07504,0.960396
1209,2.076,0.960396
1210,2.07696,0.960396
1211,2.07792,0.960396
1212,2.07888,0.960396
1213,2.07984,0.960396
1214,2.0808,0.960396
1215,2.08176,0.960396
1216,2.08272,0.960396
1217,2.08368,0.960396
1218,2.08464,0.960396
1219,2.0856,0.960396
1220,2.08656,0.960396
1221,2.08752,0.960396
1222,2.08849,0.960396
1223,2.08945,0.960396
1224,2.09041,0.960396
1225,2.09137,0.960396
1226,2.09233,0.960396
1227,2.09329,0.960396
1228,2.09425,0.960396
1229,2.09521,0.960396
1230,2.09617,0.960396
1231,2.09713,0.960396
1232,2.09809,0.960396
1233,2.09905,0.960396
1234,2.10001,0.960396
1235,2.10097,0.960396
1236,2.10193,0.960396
1237,2.10289,0.960396
1238,2.10385,0.960396
1239,2.10481,0.960396
1240,2.10577,0.960396
1241,2.10673,0.960396
1242,2.10769,0.960396
1243,2.10865,0.960396
1244,2.10961,0.960396
1245,2.11057,0.960396
1246,2.11153,0.960396
1247,2.1125,0.960396
1248,2.11346,0.960396
1249,2.11442,0.960396
1250,2.11538,0.960396
1251,2.11634,0.960396
1252,2.1173,0.960396
1253,2.11826,0.960396
1254,2.11922,0.960396
1255,2.12018,0.960396
1256,2.12114,0.960396
1257,2.1221,0.960396
1258,2.12306,0.960396
1259,2.12402,0.960396
1260,2.12498,0.960396
1261,2.12594,0.960396
1262,2.1269,0.960396
1263,2.12786,0.960396
1264,2.12882,0.960396
1265,2.12978,0.960396
1266,2.13074,0.960396
1267,2.1317,0.960396
1268,2.13266,0.960396
1269,2.13362,0.960396
1270,2.13458,0.960396
1271,2.13554,0.960396
1272,2.1365,0.960396
1273,2.13747,0.960396
1274,2.13843,0.960396
1275,2.13939,0.960396
1276,2.14035,0.960396
