i,x,v
447,1.63618,2.9604
448,1.63914,2.9604
449,1.6421,2.9604
450,1.64506,2.9604
451,1.64802,2.9604
452,1.65098,2.9604
453,1.65394,2.9604
454,1.6569,2.9604
455,1.65986,2.9604
456,1.66282,2.9604
457,1.66578,2.9604
458,1.66874,2.9604
459,1.6717,2.9604
460,1.67466,2.9604
461,1.67762,2.9604
462,1.68058,2.9604
463,1.68354,2.9604
464,1.6865,2.9604
465,1.68947,2.9604
466,1.69243,2.9604
467,1.69539,2.9604
468,1.69835,2.9604
469,1.70131,2.9604
470,1.70427,2.9604
471,1.70723,2.9604
472,1.71019,2.9604
473,1.71315,2.9604
474,1.71611,2.9604
475,1.71907,2.9604
476,1.72203,2.9604
477,1.72499,2.9604
478,1.72795,2.9604
479,1.73091,2.9604
480,1.73387,2.9604
481,1.73683,2.9604
482,1.73979,2.9604
483,1.74275,2.9604
484,1.74571,2.9604
485,1.74867,2.9604
486,1.75163,2.9604
487,1.75459,2.9604
488,1.75755,2.9604
489,1.76051,2.9604
490,1.76348,2.9604
491,1.76644,2.9604
492,1.7694,2.9604
493,1.77236,2.9604
494,1.77532,2.9604
495,1.77828,2.9604
496,1.78124,2.9604
497,1.7842,2.9604
498,1.78716,2.9604
499,1.79012,2.9604
500,1.79308,2.9604
501,1.79604,2.9604
502,1.799,2.9604
503,1.80196,2.9604
504,1.80492,2.9604
505,1.80788,2.9604
506,1.81084,2.9604
507,1.8138,2.9604
508,1.81676,2.9604
509,1.81972,2.9604
510,1.82268,2.9604
511,1.82564,2.9604
512,1.8286,2.9604
513,1.83156,2.9604
514,1.83452,2.9604
515,1.83749,2.9604
516,1.84045,2.9604
517,1.84341,2.9604
518,1.84637,2.9604
519,1.84933,2.9604
520,1.85229,2.9604
521,1.85525,2.9604
522,1.85821,2.9604
523,1.86117,2.9604
524,1.86413,2.9604
525,1.86709,2.9604
526,1.87005,2.9604
527,1.87301,2.9604
528,1.87597,2.9604
529,1.87893,2.9604
530,1.88189,2.9604
531,1.88485,2.9604
532,1.88781,2.9604
533,1.89077,2.9604
534,1.89373,2.9604
535,1.89669,2.9604
536,1.89965,2.9604
537,1.90261,2.9604
538,1.90557,2.9604
539,1.90853,2.9604
540,1.9115,2.9604
541,1.91446,2.9604
542,1.91742,2.9604
543,1.92038,2.9604
544,1.92334,2.9604
545,1.9263,2.9604
546,1.92926,2.9604
547,1.93222,2.9604
548,1.93518,2.9604
549,1.93814,2.9604
550,1.9411,2.9604
551,1.94406,2.9604
552,1.94702,2.9604
553,1.94998,2.9604
554,1.95294,2.9604
555,1.9559,2.9604
556,1.95886,2.9604
557,1.96182,2.9604
558,1.96478,2.9604
559,1.96774,2.9604
560,1.9707,2.9604
561,1.97366,2.9604
562,1.97662,2.9604
563,1.97958,2.9604
564,1.98254,2.9604
565,1.9855,2.9604
566,1.98847,2.9604
567,1.99143,2.9604
568,1.99439,2.9604
569,1.99735,2.9604
570,2.00031,2.9604
571,2.00327,2.9604
572,2.00623,2.9604
573,2.00919,2.9604
574,2.01215,2.9604
575,2.01511,2.9604
576,2.01807,2.9604
577,2.02103,2.9604
578,2.02399,2.9604
579,2.02695,2.9604
580,2.02991,2.9604
581,2.03287,2.9604
582,2.03583,2.9604
583,2.03879,2.9604
584,2.04175,2.9604
585,2.04471,2.9604
586,2.04767,2.9604
587,2.05063,2.9604
588,2.05359,2.9604
589,2.05655,2.9604
590,2.05951,2.9604
591,2.06248,2.9604
592,2.06544,2.9604
593,2.0684,2.9604
594,2.07136,2.9604
595,2.07432,2.9604
596,2.07728,2.9604
597,2.08024,2.9604
598,2.0832,2.9604
599,2.08616,2.9604
600,2.08912,2.9604
601,2.09208,2.9604
602,2.09504,2.9604
603,2.098,2.9604
604,2.10096,2.9604
605,2.10392,2.9604
606,2.10688,2.9604
607,2.10984,2.9604
608,2.1128,2.9604
609,2.11576,2.9604
610,2.11872,2.9604
611,2.12168,2.9604
612,2.12464,2.9604
613,2.1276,2.9604
614,2.13056,2.9604
615,2.13352,2.9604
616,2.13649,2.9604
617,2.13945,2.9604
618,2.14241,2.9604
619,2.14537,2.9604
620,2.14833,2.9604
621,2.15129,2.9604
622,2.15425,2.9604
623,2.15721,2.9604
624,2.16017,2.9604
625,2.16313,2.9604
626,2.16609,2.9604
627,2.16905,2.9604
628,2.17201,2.9604
629,2.17497,2.9604
630,2.17793,2.9604
631,2.18089,2.9604
632,2.18385,2.9604
633,2.18681,2.9604
634,2.18977,2.9604
635,2.19273,2.9604
636,2.19569,2.9604
637,2.19865,2.9604
638,2.20161,2.9604
639,2.20457,2.9604
640,2.20753,2.9604
641,2.2105,2.9604
642,2.21346,2.9604
643,2.21642,2.9604
644,2.21938,2.9604
645,2.22234,2.9604
646,2.2253,2.9604
647,2.22826,2.9604
648,2.23122,2.9604
649,2.23418,2.9604
650,2.23714,2.9604
651,2.2401,2.9604
652,2.24306,2.9604
653,2.24602,2.9604
654,2.24898,2.9604
655,2.25194,2.9604
656,2.2549,2.9604
657,2.25786,2.9604
658,2.26082,2.9604
659,2.26378,2.9604
660,2.26674,2.9604
661,2.2697,2.9604
662,2.27266,2.9604
663,2.27562,2.9604
664,2.27858,2.9604
665,2.28154,2.9604
666,2.2845,2.9604
667,2.28747,2.9604
668,2.29043,2.9604
669,2.29339,2.9604
670,2.29635,2.9604
671,2.29931,2.9604
672,2.30227,2.9604
673,2.30523,2.9604
674,2.30819,2.9604
675,2.31115,2.9604
676,2.31411,2.9604
677,2.31707,2.9604
678,2.32003,2.9604
679,2.32299,2.9604
680,2.32595,2.9604
681,2.32891,2.9604
682,2.33187,2.9604
683,2.33483,2.9604
684,2.33779,2.9604
685,2.34075,2.9604
686,2.34371,2.9604
687,2.34667,2.9604
688,2.34963,2.9604
689,2.35259,2.9604
690,2.35555,2.9604
691,2.35851,2.9604
692,2.36148,2.9604
693,2.36444,2.9604
694,2.3674,2.9604
695,2.37036,2.9604
696,2.37332,2.9604
697,2.37628,2.9604
698,2.37924,2.9604
699,2.3822,2.9604
700,2.38516,2.9604
701,2.38812,2.9604
702,2.39108,2.9604
703,2.39404,2.9604
704,2.397,2.9604
705,2.39996,2.9604
706,2.40292,2.9604
707,2.40588,2.9604
708,2.40884,2.9604
709,2.4118,2.9604
710,2.41476,2.9604
711,2.41772,2.9604
712,2.42068,2.9604
713,2.42364,2.9604
714,2.4266,2.9604
715,2.42956,2.9604
716,2.43252,2.9604
717,2.43549,2.9604
718,2.43845,2.9604
719,2.44141,2.9604
720,2.44437,2.9604
721,2.44733,2.9604
722,2.45029,2.9604
723,2.45325,2.9604
724,2.45621,2.9604
725,2.45917,2.9604
726,2.46213,2.9604
727,2.46509,2.9604
728,2.46805,2.9604
729,2.47101,2.9604
730,2.47397,2.9604
731,2.47693,2.9604
732,2.47989,2.9604
733,2.48285,2.9604
734,2.48581,2.9604
735,2.48877,2.9604
736,2.49173,2.9604
737,2.49469,2.9604
738,2.49765,2.9604
739,2.50061,2.9604
740,2.50357,2.9604
741,2.50653,2.9604
742,2.5095,2.9604
743,2.51246,2.9604
744,2.51542,2.9604
745,2.51838,2.9604
746,2.52134,2.9604
747,2.5243,2.9604
748,2.52726,2.9604
749,2.53022,2.9604
750,2.53318,2.9604
751,2.53614,2.9604
752,2.5391,2.9604
753,2.54206,2.9604
754,2.54502,2.9604
755,2.54798,2.9604
756,2.55094,2.9604
757,2.5539,2.9604
758,2.55686,2.9604
759,2.55982,2.9604
760,2.56278,2.9604
761,2.56574,2.9604
762,2.5687,2.9604
763,2.57166,2.9604
764,2.57462,2.9604
765,2.57758,2.9604
766,2.58054,2.9604
767,2.5835,2.9604
768,2.58647,2.9604
769,2.58943,2.9604
770,2.59239,2.9604
771,2.59535,2.9604
772,2.59831,2.9604
773,2.60127,2.9604
774,2.60423,2.9604
775,2.60719,2.9604
776,2.61015,2.9604
777,2.61311,2.9604
778,2.61607,2.9604
779,2.61903,2.9604
780,2.62199,2.9604
781,2.62495,2.9604
782,2.62791,2.9604
783,2.63087,2.9604
784,2.63383,2.9604
785,2.63679,2.9604
786,2.63975,2.9604
787,2.64271,2.9604
788,2.64567,2.9604
789,2.64863,2.9604
790,2.65159,2.9604
791,2.65455,2.9604
792,2.65751,2.9604
793,2.66048,2.9604
794,2.66344,2.9604
795,2.6664,2.9604
796,2.66936,2.9604
797,2.67232,2.9604
798,2.67528,2.9604
799,2.67824,2.9604
800,2.6812,2.9604
801,2.68416,2.9604
802,2.68712,2.9604
803,2.69008,2.9604
804,2.69304,2.9604
805,2.696,2.9604
806,2.69896,2.9604
807,2.70192,2.9604
808,2.70488,2.9604
809,2.70784,2.9604
810,2.7108,2.9604
811,2.71376,2.9604
812,2.71672,2.9604
813,2.71968,2.9604
814,2.72264,2.9604
815,2.7256,2.9604
816,2.72856,2.9604
817,2.73152,2.9604
818,2.73449,2.9604
819,2.73745,2.9604
820,2.74041,2.9604
821,2.74337,2.9604
822,2.74633,2.9604
823,2.74929,2.9604
824,2.75225,2.9604
825,2.75521,2.9604
826,2.75817,2.9604
827,2.76113,2.9604
828,2.76409,2.9604
829,2.76705,2.9604
830,2.77001,2.9604
831,2.77297,2.9604
832,2.77593,2.9604
833,2.77889,2.9604
834,2.78185,2.9604
835,2.78481,2.9604
836,2.78777,2.9604
837,2.79073,2.9604
838,2.79369,2.9604
839,2.79665,2.9604
840,2.79961,2.9604
841,2.80257,2.9604
842,2.80553,2.9604
843,2.8085,2.9604
844,2.81146,2.9604
845,2.81442,2.9604
846,2.81738,2.9604
847,2.82034,2.9604
848,2.8233,2.9604
849,2.82626,2.9604
850,2.82922,2.9604
851,2.83218,2.9604
852,2.83514,2.9604
853,2.8381,2.9604
854,2.84106,2.9604
855,2.84402,2.9604
856,2.84698,2.9604
857,2.84994,2.9604
858,2.8529,2.9604
859,2.85586,2.9604
860,2.85882,2.9604
861,2.86178,2.9604
862,2.86474,2.9604
863,2.8677,2.9604
864,2.87066,2.9604
865,2.87362,2.9604
866,2.87658,2.9604
867,2.87954,2.9604
868,2.8825,2.9604
869,2.88547,2.9604
870,2.88843,2.9604
871,2.89139,2.9604
872,2.89435,2.9604
873,2.89731,2.9604
874,2.90027,2.9604
875,2.90323,2.9604
876,2.90619,2.9604
877,2.90915,2.9604
878,2.91211,2.9604
879,2.91507,2.9604
880,2.91803,2.9604
881,2.92099,2.9604
882,2.92395,2.9604
883,2.92691,2.9604
884,2.92987,2.9604
885,2.93283,2.9604
886,2.93579,2.9604
887,2.93875,2.9604
888,2.94171,2.9604
889,2.94467,2.9604
890,2.94763,2.9604
891,2.95059,2.9604
892,2.95355,2.9604
893,2.95651,2.9604
894,2.95948,2.9604
895,2.96244,2.9604
896,2.9654,2.9604
897,2.96836,2.9604
898,2.97132,2.9604
899,2.97428,2.9604
900,2.97724,2.9604
901,2.9802,2.9604
902,2.98316,2.9604
903,2.98612,2.9604
904,2.98908,2.9604
905,2.99204,2.9604
906,2.995,2.9604
907,2.99796,2.9604
908,3.00092,2.9604
909,3.00388,2.9604
910,3.00684,2.9604
911,3.0098,2.9604
912,3.01276,2.9604
913,3.01572,2.9604
914,3.01868,2.9604
915,3.02164,2.9604
916,3.0246,2.9604
917,3.02756,2.9604
918,3.03052,2.9604
919,3.03349,2.9604
920,3.03645,2.9604
921,3.03941,2.9604
922,3.04237,2.9604
923,3.04533,2.9604
924,3.04829,2.9604
925,3.05125,2.9604
926,3.05421,2.9604
927,3.05717,2.9604
928,3.06013,2.9604
929,3.06309,2.9604
930,3.06605,2.9604
931,3.06901,2.9604
932,3.07197,2.9604
933,3.07493,2.9604
934,3.07789,2.9604
935,3.08085,2.9604
936,3.08381,2.9604
937,3.08677,2.9604
938,3.08973,2.9604
939,3.09269,2.9604
940,3.09565,2.9604
941,3.09861,2.9604
942,3.10157,2.9604
943,3.10453,2.9604
944,3.1075,2.9604
945,3.11046,2.9604
946,3.11342,2.9604
947,3.11638,2.9604
948,3.11934,2.9604
949,3.1223,2.9604
950,3.12526,2.9604
951,3.12822,2.9604
952,3.13118,2.9604
953,3.13414,2.9604
954,3.1371,2.9604
955,3.14006,2.9604
956,3.14302,2.9604
957,3.14598,2.9604
958,3.14894,2.9604
959,3.1519,2.9604
960,3.15486,2.9604
961,3.15782,2.9604
962,3.16078,2.9604
963,3.16374,2.9604
964,3.1667,2.9604
965,3.16966,2.9604
966,3.17262,2.9604
967,3.17558,2.9604
968,3.17854,2.9604
969,3.1815,2.9604
970,3.18447,2.9604
971,3.18743,2.9604
972,3.19039,2.9604
973,3.19335,2.9604
974,3.19631,2.9604
975,3.19927,2.9604
976,3.20223,2.9604
977,3.20519,2.9604
978,3.20815,2.9604
979,3.21111,2.9604
980,3.21407,2.9604
981,3.21703,2.9604
982,3.21999,2.9604
983,3.22295,2.9604
984,3.22591,2.9604
985,3.22887,2.9604
986,3.23183,2.9604
987,3.23479,2.9604
988,3.23775,2.9604
989,3.24071,2.9604
990,3.24367,2.9604
991,3.24663,2.9604
992,3.24959,2.9604
993,3.25255,2.9604
994,3.25551,2.9604
995,3.25848,2.9604
996,3.26144,2.9604
997,3.2644,2.9604
998,3.26736,2.9604
999,3.27032,2.9604
1000,3.27328,2.9604
1001,3.27624,2.9604
1002,3.2792,2.9604
1003,3.28216,2.9604
1004,3.28512,2.9604
1005,3.28808,2.9604
1006,3.29104,2.9604
1007,3.294,2.9604
1008,3.29696,2.9604
1009,3.29992,2.9604
1010,3.30288,2.9604
1011,3.30584,2.9604
1012,3.3088,2.9604
1013,3.31176,2.9604
1014,3.31472,2.9604
1015,3.31768,2.9604
1016,3.32064,2.9604
1017,3.3236,2.9604
1018,3.32656,2.9604
1019,3.32952,2.9604
1020,3.33249,2.9604
1021,3.33545,2.9604
1022,3.33841,2.9604
1023,3.34137,2.9604
1024,3.34433,2.9604
1025,3.34729,2.9604
1026,3.35025,2.9604
1027,3.35321,2.9604
1028,3.35617,2.9604
1029,3.35913,2.9604
1030,3.36209,2.9604
1031,3.36505,2.9604
1032,3.36801,2.9604
1033,3.37097,2.9604
1034,3.37393,2.9604
1035,3.37689,2.9604
1036,3.37985,2.9604
1037,3.38281,2.9604
1038,3.38577,2.9604
1039,3.38873,2.9604
1040,3.39169,2.9604
1041,3.39465,2.9604
1042,3.39761,2.9604
1043,3.40057,2.9604
1044,3.40353,2.9604
1045,3.4065,2.9604
1046,3.40946,2.9604
1047,3.41242,2.9604
1048,3.41538,2.9604
1049,3.41834,2.9604
1050,3.4213,2.9604
1051,3.42426,2.9604
1052,3.42722,2.9604
1053,3.43018,2.9604
1054,3.43314,2.9604
1055,3.4361,2.9604
1056,3.43906,2.9604
1057,3.44202,2.9604
1058,3.44498,2.9604
1059,3.44794,2.9604
1060,3.4509,2.9604
1061,3.45386,2.9604
1062,3.45682,2.9604
1063,3.45978,2.9604
1064,3.46274,2.9604
1065,3.4657,2.9604
1066,3.46866,2.9604
1067,3.47162,2.9604
1068,3.47458,2.9604
1069,3.47754,2.9604
1070,3.4805,2.9604
1071,3.48347,2.9604
1072,3.48643,2.9604
1073,3.48939,2.9604
1074,3.49235,2.9604
1075,3.49531,2.9604
1076,3.49827,2.9604
1077,3.50123,2.9604
1078,3.50419,2.9604
1079,3.50715,2.9604
1080,3.51011,2.9604
1081,3.51307,2.9604
1082,3.51603,2.9604
1083,3.51899,2.9604
1084,3.52195,2.9604
1085,3.52491,2.9604
1086,3.52787,2.9604
1087,3.53083,2.9604
1088,3.53379,2.9604
1089,3.53675,2.9604
1090,3.53971,2.9604
1091,3.54267,2.9604
1092,3.54563,2.9604
1093,3.54859,2.9604
1094,3.55155,2.9604
1095,3.55451,2.9604
1096,3.55748,2.9604
1097,3.56044,2.9604
1098,3.5634,2.9604
1099,3.56636,2.9604
1100,3.56932,2.9604
1101,3.57228,2.9604
1102,3.57524,2.9604
1103,3.5782,2.9604
1104,3.58116,2.9604
1105,3.58412,2.9604
1106,3.58708,2.9604
1107,3.59004,2.9604
1108,3.593,2.9604
1109,3.59596,2.9604
1110,3.59892,2.9604
1111,3.60188,2.9604
1112,3.60484,2.9604
1113,3.6078,2.9604
1114,3.61076,2.9604
1115,3.61372,2.9604
1116,3.61668,2.9604
1117,3.61964,2.9604
1118,3.6226,2.9604
1119,3.62556,2.9604
1120,3.62852,2.9604
1121,3.63149,2.9604
1122,3.63445,2.9604
1123,3.63741,2.9604
1124,3.64037,2.9604
1125,3.64333,2.9604
1126,3.64629,2.9604
1127,3.64925,2.9604
1128,3.65221,2.9604
1129,3.65517,2.9604
1130,3.65813,2.9604
1131,3.66109,2.9604
1132,3.66405,2.9604
1133,3.66701,2.9604
1134,3.66997,2.9604
1135,3.67293,2.9604
1136,3.67589,2.9604
1137,3.67885,2.9604
1138,3.68181,2.9604
1139,3.68477,2.9604
1140,3.68773,2.9604
1141,3.69069,2.9604
1142,3.69365,2.9604
1143,3.69661,2.9604
1144,3.69957,2.9604
1145,3.70253,2.9604
1146,3.7055,2.9604
1147,3.70846,2.9604
1148,3.71142,2.9604
1149,3.71438,2.9604
1150,3.71734,2.9604
1151,3.7203,2.9604
1152,3.72326,2.9604
1153,3.72622,2.9604
1154,3.72918,2.9604
1155,3.73214,2.9604
1156,3.7351,2.9604
1157,3.73806,2.9604
1158,3.74102,2.9604
1159,3.74398,2.9604
1160,3.74694,2.9604
1161,3.7499,2.9604
1162,3.75286,2.9604
1163,3.75582,2.9604
1164,3.75878,2.9604
1165,3.76174,2.9604
1166,3.7647,2.9604
1167,3.76766,2.9604
1168,3.77062,2.9604
1169,3.77358,2.9604
1170,3.77654,2.9604
1171,3.7795,2.9604
1172,3.78247,2.9604
1173,3.78543,2.9604
1174,3.78839,2.9604
1175,3.79135,2.9604
1176,3.79431,2.9604
1177,3.79727,2.9604
1178,3.80023,2.9604
1179,3.80319,2.9604
1180,3.80615,2.9604
1181,3.80911,2.9604
1182,3.81207,2.9604
1183,3.81503,2.9604
1184,3.81799,2.9604
1185,3.82095,2.9604
1186,3.82391,2.9604
1187,3.82687,2.9604
1188,3.82983,2.9604
1189,3.83279,2.9604
1190,3.83575,2.9604
1191,3.83871,2.9604
1192,3.84167,2.9604
1193,3.84463,2.9604
1194,3.84759,2.9604
1195,3.85055,2.9604
1196,3.85351,2.9604
1197,3.85648,2.9604
1198,3.85944,2.9604
1199,3.8624,2.9604
1200,3.86536,2.9604
1201,3.86832,2.9604
1202,3.87128,2.9604
1203,3.87424,2.9604
1204,3.8772,2.9604
1205,3.88016,2.9604
1206,3.88312,2.9604
1207,3.88608,2.9604
1208,3.88904,2.9604
1209,3.892,2.9604
1210,3.89496,2.9604
1211,3.89792,2.9604
1212,3.90088,2.9604
1213,3.90384,2.9604
1214,3.9068,2.9604
1215,3.90976,2.9604
1216,3.91272,2.9604
1217,3.91568,2.9604
1218,3.91864,2.9604
1219,3.9216,2.9604
1220,3.92456,2.9604
1221,3.92752,2.9604
1222,3.93049,2.9604
1223,3.93345,2.9604
1224,3.93641,2.9604
1225,3.93937,2.9604
1226,3.94233,2.9604
1227,3.94529,2.9604
1228,3.94825,2.9604
1229,3.95121,2.9604
1230,3.95417,2.9604
1231,3.95713,2.9604
1232,3.96009,2.9604
1233,3.96305,2.9604
1234,3.96601,2.9604
1235,3.96897,2.9604
1236,3.97193,2.9604
1237,3.97489,2.9604
1238,3.97785,2.9604
1239,3.98081,2.9604
1240,3.98377,2.9604
1241,3.98673,2.9604
1242,3.98969,2.9604
1243,3.99265,2.9604
1244,3.99561,2.9604
1245,3.99857,2.9604
