t; x
0; 10
0.001; 9.6
0.002; 9.215
0.003; 8.84444
0.004; 8.48778
0.005; 8.1445
0.006; 7.81411
0.007; 7.49612
0.008; 7.19006
0.009; 6.8955
0.01; 6.612
0.011; 6.33915
0.012; 6.07655
0.013; 5.82383
0.014; 5.5806
0.015; 5.34653
0.016; 5.12125
0.017; 4.90446
0.018; 4.69582
0.019; 4.49504
0.02; 4.30182
0.021; 4.11588
0.022; 3.93694
0.023; 3.76475
0.024; 3.59906
0.025; 3.43962
0.026; 3.28619
0.027; 3.13856
0.028; 2.99651
0.029; 2.85982
0.03; 2.7283
0.031; 2.60176
0.032; 2.48
0.033; 2.36286
0.034; 2.25015
0.035; 2.14171
0.036; 2.03739
0.037; 1.93703
0.038; 1.84047
0.039; 1.74759
0.04; 1.65823
0.041; 1.57228
0.042; 1.4896
0.043; 1.41007
0.044; 1.33357
0.045; 1.25999
0.046; 1.18921
0.047; 1.12115
0.048; 1.05569
0.049; 0.992731
0.05; 0.932188
0.051; 0.873967
0.052; 0.817982
0.053; 0.764149
0.054; 0.712387
0.055; 0.66262
0.056; 0.614772
0.057; 0.568771
0.058; 0.52455
0.059; 0.48204
0.06; 0.441178
0.061; 0.401902
0.062; 0.364154
0.063; 0.327875
0.064; 0.29301
0.065; 0.259508
0.066; 0.227316
0.067; 0.196386
0.068; 0.166671
0.069; 0.138124
0.07; 0.110703
0.071; 0.084365
0.072; 0.0590692
0.073; 0.0347768
0.074; 0.0114502
0.075; -0.0109468
0.076; -0.0324491
0.077; -0.0530902
0.078; -0.0729024
0.079; -0.0919168
0.08; -0.110163
0.081; -0.127671
0.082; -0.144467
0.083; -0.160579
0.084; -0.176031
0.085; -0.19085
0.086; -0.205058
0.087; -0.218679
0.088; -0.231734
0.089; -0.244245
0.09; -0.256233
0.091; -0.267717
0.092; -0.278716
0.093; -0.289248
0.094; -0.299331
0.095; -0.308981
0.096; -0.318216
0.097; -0.32705
0.098; -0.3355
0.099; -0.343578
