t; x
0; 10
0.0005; 9.99992
0.001; 9.99958
0.0015; 9.999
0.002; 9.99817
0.0025; 9.99708
0.003; 9.99575
0.0035; 9.99417
0.004; 9.99233
0.0045; 9.99025
0.005; 9.98792
0.0055; 9.98534
0.006; 9.9825
0.0065; 9.97942
0.007; 9.97609
0.0075; 9.97251
0.008; 9.96868
0.0085; 9.9646
0.009; 9.96028
0.0095; 9.9557
0.01; 9.95087
0.0105; 9.9458
0.011; 9.94047
0.0115; 9.9349
0.012; 9.92908
0.0125; 9.92301
0.013; 9.9167
0.0135; 9.91013
0.014; 9.90332
0.0145; 9.89626
0.015; 9.88895
0.0155; 9.8814
0.016; 9.8736
0.0165; 9.86555
0.017; 9.85725
0.0175; 9.84871
0.018; 9.83992
0.0185; 9.83089
0.019; 9.82161
0.0195; 9.81208
0.02; 9.80231
0.0205; 9.7923
0.021; 9.78203
0.0215; 9.77153
0.022; 9.76078
0.0225; 9.74979
0.023; 9.73855
0.0235; 9.72707
0.024; 9.71534
0.0245; 9.70338
0.025; 9.69117
0.0255; 9.67871
0.026; 9.66602
0.0265; 9.65308
0.027; 9.63991
0.0275; 9.62649
0.028; 9.61283
0.0285; 9.59893
0.029; 9.58479
0.0295; 9.57041
0.03; 9.55579
0.0305; 9.54094
0.031; 9.52584
0.0315; 9.5105
0.032; 9.49493
0.0325; 9.47912
0.033; 9.46308
0.0335; 9.44679
0.034; 9.43027
0.0345; 9.41352
0.035; 9.39653
0.0355; 9.3793
0.036; 9.36184
0.0365; 9.34415
0.037; 9.32622
0.0375; 9.30806
0.038; 9.28967
0.0385; 9.27104
0.039; 9.25218
0.0395; 9.23309
0.04; 9.21377
0.0405; 9.19422
0.041; 9.17444
0.0415; 9.15443
0.042; 9.13419
0.0425; 9.11372
0.043; 9.09303
0.0435; 9.0721
0.044; 9.05095
0.0445; 9.02958
0.045; 9.00798
0.0455; 8.98615
0.046; 8.9641
0.0465; 8.94182
0.047; 8.91932
0.0475; 8.8966
0.048; 8.87365
0.0485; 8.85049
0.049; 8.8271
