t; x
0; 0
0.001; 0.01
0.002; 0.02
0.003; 0.029999
0.004; 0.039996
0.005; 0.04999
0.006; 0.05998
0.007; 0.069965
0.008; 0.079944
0.009; 0.089916
0.01; 0.09988
0.011; 0.109835
0.012; 0.11978
0.013; 0.129714
0.014; 0.139636
0.015; 0.149545
0.016; 0.15944
0.017; 0.169321
0.018; 0.179185
0.019; 0.189032
0.02; 0.198862
0.021; 0.208672
0.022; 0.218463
0.023; 0.228232
0.024; 0.23798
0.025; 0.247705
0.026; 0.257407
0.027; 0.267083
0.028; 0.276734
0.029; 0.286358
0.03; 0.295954
0.031; 0.305522
0.032; 0.31506
0.033; 0.324568
0.034; 0.334044
0.035; 0.343487
0.036; 0.352898
0.037; 0.362273
0.038; 0.371614
0.039; 0.380918
0.04; 0.390186
0.041; 0.399415
0.042; 0.408605
0.043; 0.417755
0.044; 0.426864
0.045; 0.435932
0.046; 0.444957
0.047; 0.453938
0.048; 0.462874
0.049; 0.471766
0.05; 0.480611
0.051; 0.489409
0.052; 0.498159
0.053; 0.506859
0.054; 0.51551
0.055; 0.524111
0.056; 0.53266
0.057; 0.541156
0.058; 0.549599
0.059; 0.557988
0.06; 0.566322
0.061; 0.574601
0.062; 0.582822
0.063; 0.590986
0.064; 0.599092
0.065; 0.607139
0.066; 0.615126
0.067; 0.623052
0.068; 0.630917
0.069; 0.638719
0.07; 0.646458
0.071; 0.654134
0.072; 0.661745
0.073; 0.66929
0.074; 0.676769
0.075; 0.684181
0.076; 0.691526
0.077; 0.698802
0.078; 0.706009
0.079; 0.713146
0.08; 0.720212
0.081; 0.727208
0.082; 0.734131
0.083; 0.740981
0.084; 0.747758
0.085; 0.754461
0.086; 0.761089
0.087; 0.767642
0.088; 0.774119
0.089; 0.780518
0.09; 0.786841
0.091; 0.793085
0.092; 0.799251
0.093; 0.805337
0.094; 0.811344
0.095; 0.81727
0.096; 0.823115
0.097; 0.828878
0.098; 0.834558
0.099; 0.840156
0.1; 0.845671
0.101; 0.851101
0.102; 0.856447
0.103; 0.861707
0.104; 0.866883
0.105; 0.871971
0.106; 0.876974
0.107; 0.881889
0.108; 0.886716
0.109; 0.891455
0.11; 0.896106
0.111; 0.900667
0.112; 0.905139
0.113; 0.90952
0.114; 0.913811
0.115; 0.918011
0.116; 0.92212
0.117; 0.926137
0.118; 0.930062
0.119; 0.933894
0.12; 0.937633
0.121; 0.941279
0.122; 0.944831
0.123; 0.948289
0.124; 0.951652
0.125; 0.954921
0.126; 0.958094
0.127; 0.961172
0.128; 0.964154
0.129; 0.96704
0.13; 0.96983
0.131; 0.972523
0.132; 0.975118
0.133; 0.977617
0.134; 0.980018
0.135; 0.982322
0.136; 0.984527
0.137; 0.986634
0.138; 0.988643
0.139; 0.990553
0.14; 0.992364
0.141; 0.994076
0.142; 0.995689
0.143; 0.997202
0.144; 0.998616
0.145; 0.99993
0.146; 1.00114
0.147; 1.00226
0.148; 1.00327
0.149; 1.00419
0.15; 1.005
0.151; 1.00571
0.152; 1.00633
0.153; 1.00684
0.154; 1.00725
0.155; 1.00756
0.156; 1.00777
0.157; 1.00788
0.158; 1.00789
0.159; 1.0078
0.16; 1.0076
0.161; 1.00731
0.162; 1.00692
0.163; 1.00642
0.164; 1.00582
0.165; 1.00513
0.166; 1.00433
0.167; 1.00343
0.168; 1.00243
0.169; 1.00134
0.17; 1.00014
0.171; 0.998838
0.172; 0.997439
0.173; 0.99594
0.174; 0.994342
0.175; 0.992644
0.176; 0.990846
0.177; 0.988949
0.178; 0.986953
0.179; 0.984859
0.18; 0.982665
0.181; 0.980373
0.182; 0.977983
0.183; 0.975495
0.184; 0.972909
0.185; 0.970225
0.186; 0.967444
0.187; 0.964566
0.188; 0.961591
0.189; 0.95852
0.19; 0.955353
0.191; 0.95209
0.192; 0.948731
0.193; 0.945277
0.194; 0.941729
0.195; 0.938085
0.196; 0.934348
0.197; 0.930516
0.198; 0.926592
0.199; 0.922574
0.2; 0.918464
0.201; 0.914261
0.202; 0.909966
0.203; 0.90558
0.204; 0.901103
0.205; 0.896536
0.206; 0.891878
0.207; 0.887131
0.208; 0.882295
0.209; 0.877369
0.21; 0.872356
0.211; 0.867255
0.212; 0.862067
0.213; 0.856791
0.214; 0.85143
0.215; 0.845983
0.216; 0.840451
0.217; 0.834834
0.218; 0.829134
0.219; 0.823349
0.22; 0.817482
0.221; 0.811533
0.222; 0.805501
0.223; 0.799389
0.224; 0.793196
0.225; 0.786923
0.226; 0.780571
0.227; 0.77414
0.228; 0.767631
0.229; 0.761045
0.23; 0.754382
0.231; 0.747642
0.232; 0.740828
0.233; 0.733938
0.234; 0.726975
0.235; 0.719938
